dataset,method,noise_rate,n,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
synthetic_redundancy_hard,PU-C,0.0,10,108.3,1.4533486237727757,0.0,0.0,108.3,1.4533486237727757,0.048014304105890915,0.00055946344200608,0.016959999999999996,0.0006083127850410858,,,,,,,,,0.2808451125805732,0.018495427959358334,1.0,0.0,105.3,1.4533486237727757,0.0,0.0,0.14386930646038015,0.02466709284000654,0.8247444987297058,0.007781727779645887
synthetic_redundancy_hard,PU-C,0.1,10,205.8,5.748043145279965,0.0,0.0,205.8,5.748043145279965,0.08469887308310717,0.0021231394285528946,0.009220000000000016,0.0011829154191610122,,,,,,,,,1.2788222290866542,0.07909482685361091,1.0,0.0,202.8,5.748043145279965,0.18671129472310982,0.006884763348771404,0.31707123733305104,0.016396539678126813,0.5958544909954071,0.01715601932003002
synthetic_redundancy_hard,PU-C,0.2,10,298.7,10.617647783028236,0.0,0.0,298.7,10.617647783028236,0.11866006011259742,0.0038504986315056294,0.011050000000000004,0.0011316899850322224,,,,,,,,,2.0443491665879265,0.1336557927327673,1.0,0.0,295.7,10.617647783028236,0.2573285128464704,0.005793414532497911,0.3988179173313891,0.011270852836484251,0.5174564063549042,0.04430115874811265
synthetic_redundancy_hard,PU-C,0.3,10,392.5,7.0494286608522,0.0,0.0,392.5,7.0494286608522,0.15242193836602383,0.0025184487715663013,0.014700000000000001,0.0013180794108601103,,,,,,,,,2.7779035542043857,0.11468331381367204,1.0,0.0,389.5,7.0494286608522,0.29559585602422334,0.0069223190117067845,0.4301361112390186,0.009326238822314172,0.46798071563243865,0.02753857588651376
synthetic_redundancy_hard,PU-C,0.4,10,500.2,18.824806329238378,0.0,0.0,500.2,18.824806329238378,0.1906287723511923,0.00665224893829512,0.01630999999999999,0.0016070988353759307,,,,,,,,,3.644871579192113,0.2437827708652275,1.0,0.0,497.2,18.824806329238378,0.31482594464315083,0.009549889943967835,0.4368435836481804,0.00986799459584683,0.5381457448005676,0.03924653342019581
synthetic_redundancy_hard,PU-F,0.0,10,126.2,3.4634600554294765,0.0,0.0,126.2,3.4634600554294765,0.0548635721381288,0.0013231676614586403,0.012540000000000006,0.001241701341797703,,,,,,,,,0.4624223917955533,0.018724787287089262,1.0,0.0,123.2,3.4634600554294765,0.0,0.0,0.13436692357054467,0.01975076966224536,0.7993602693080902,0.013647010484824374
synthetic_redundancy_hard,PU-F,0.1,10,225.0,7.069496288829761,0.0,0.0,225.0,7.069496288829761,0.0917755875736475,0.0025970113535461192,0.006520000000000003,0.0007998333159685988,,,,,,,,,2.1048047541000416,0.13626850247671338,1.0,0.0,222.0,7.069496288829761,0.1741164912547428,0.005308568337099644,0.30751252269747115,0.013885933817309,0.54752117395401,0.023447444232613805
synthetic_redundancy_hard,PU-F,0.2,10,325.9,11.508885456222268,0.0,0.0,325.9,11.508885456222268,0.12849223425728268,0.004146461526598663,0.010259999999999981,0.0012491952965364875,,,,,,,,,3.5468248542863874,0.2571219122724823,1.0,0.0,322.9,11.508885456222268,0.22936795339918378,0.006282078044192662,0.36291627619932976,0.012580516684034542,0.45898314714431765,0.028259540995789395
synthetic_redundancy_hard,PU-F,0.3,10,407.7,11.520079089234681,0.0,0.0,407.7,11.520079089234681,0.157832793117268,0.004109867118596227,0.014190000000000003,0.0015127201400861351,,,,,,,,,4.8562883626087565,0.3758857496772702,1.0,0.0,404.7,11.520079089234681,0.27431507438644875,0.006152630894750796,0.420333975953364,0.009887327431361373,0.4567009598016739,0.03984402164727816
synthetic_redundancy_hard,PU-F,0.4,10,484.0,17.083455284117566,0.0,0.0,484.0,17.083455284117566,0.18491133724455722,0.006040931871880539,0.020230000000000005,0.0023082966302737863,,,,,,,,,5.700103845691774,0.4116917613680243,1.0,0.0,481.0,17.083455284117566,0.30674563105973407,0.005629430788671721,0.4230117491402157,0.006240533884277204,0.5759396225214004,0.0626231717476903
synthetic_redundancy_hard,PU-G,0.0,10,128.5,8.00312438988674,0.0,0.0,128.5,8.00312438988674,0.055693547235568984,0.003048671057449708,0.007310000000000006,0.0009477986190231693,,,,,,,,,0.4644209249934647,0.029132745902536207,1.0,0.0,125.5,8.00312438988674,0.0,0.0,0.17285200916762525,0.024475797700833583,0.6991769134998321,0.018808882736678627
synthetic_redundancy_hard,PU-G,0.1,10,247.4,10.63557970002367,0.0,0.0,247.4,10.63557970002367,0.0999708055285737,0.0039100479908704055,0.007559999999999989,0.0014730316433200655,,,,,,,,,1.8299656209012027,0.15310125793083182,1.0,0.0,244.4,10.63557970002367,0.16176112770368892,0.009249492695418962,0.31682890362626986,0.01792213537292433,0.5526418268680573,0.03826495323259028
synthetic_redundancy_hard,PU-G,0.2,10,383.7,11.114605006226915,0.0,0.0,383.7,11.114605006226915,0.1492596424825024,0.003978114406549367,0.011580000000000002,0.0012073662796903532,,,,,,,,,3.9669836125103757,0.34286644280276196,1.0,0.0,380.7,11.114605006226915,0.2042965906009083,0.007167428183834488,0.36281766375690844,0.009126967568586249,0.5159263908863068,0.03847093484275344
synthetic_redundancy_hard,PU-G,0.3,10,448.1,10.009384485460522,0.0,0.0,448.1,10.009384485460522,0.17221718252403662,0.0035576715958293968,0.014450000000000008,0.001711156204312029,,,,,,,,,4.777358883392298,0.3322254320286792,1.0,0.0,445.1,10.009384485460522,0.2583635241447855,0.005988567675079952,0.41680173449712515,0.00885643120555698,0.45472102165222167,0.03237512778116824
synthetic_redundancy_hard,PU-G,0.4,10,532.2,19.314818720925707,0.0,0.0,532.2,19.314818720925707,0.20191489309072494,0.0068051168644715715,0.022740000000000003,0.0015089510705564048,,,,,,,,,6.296904824901139,0.5023960495455035,1.0,0.0,529.2,19.314818720925707,0.28310430539536907,0.006796150713163434,0.4170275698087383,0.00810587319162398,0.43947449922561643,0.03901626054451337
