method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
GREATS,synthetic_redundancy_hard,0,0.0,0.0,200,121,3000,0,125,0,125,,0.0043999999999999595,,,,,0.5758360829786398,1,0,122,0.0,0.152,0.6658801436424255
MaxLoss,synthetic_redundancy_hard,0,0.1,0.0,50,50,3000,0,54,419,473,0.1810637908638455,0.11529999999999996,,,,,0.09094987501157448,0,0,51,0.24074074074074073,0.24074074074074073,0.8826497197151184
MaxLoss,synthetic_redundancy_hard,0,0.1,0.0,100,100,3000,0,104,366,470,0.1800012559397146,0.10109999999999997,,,,,0.1787679169792682,0,0,101,0.19230769230769232,0.21153846153846154,0.8763235211372375
MaxLoss,synthetic_redundancy_hard,0,0.1,0.0,200,200,3000,0,204,47,251,0.1013322458602488,0.018299999999999983,,,,,0.37698795896722004,0,1,201,0.19607843137254902,0.21568627450980393,0.46008846163749695
PU-C,synthetic_redundancy_hard,0,0.1,0.0,50,50,3000,0,54,483,537,0.20365789777133614,0.131,,,,,0.31100104202050716,0,0,51,0.2777777777777778,0.3148148148148148,0.7593483328819275
PU-C,synthetic_redundancy_hard,0,0.1,0.0,100,100,3000,0,104,351,455,0.1746836540987715,0.09450000000000003,,,,,0.6364606250426732,0,0,101,0.2403846153846154,0.34615384615384615,0.6965537071228027
PU-C,synthetic_redundancy_hard,0,0.1,0.0,200,200,3000,0,204,17,221,0.09032332972856238,0.012800000000000034,,,,,1.1543465420254506,0,1,201,0.16176470588235295,0.23529411764705882,0.556542158126831
PU-F,synthetic_redundancy_hard,0,0.1,0.0,50,50,3000,0,54,420,474,0.18141789734363556,0.09689999999999999,,,,,0.49118704203283414,0,0,51,0.2777777777777778,0.2777777777777778,0.8895493745803833
PU-F,synthetic_redundancy_hard,0,0.1,0.0,100,100,3000,0,104,313,417,0.16117378696799278,0.07609999999999995,,,,,1.2169852500082925,0,0,101,0.21153846153846154,0.25,0.9042603969573975
PU-F,synthetic_redundancy_hard,0,0.1,0.0,200,200,3000,0,204,54,258,0.10389025183394551,0.02090000000000003,,,,,2.2076458330266178,0,1,201,0.16666666666666666,0.25980392156862747,0.45011740922927856
PU-G,synthetic_redundancy_hard,0,0.1,0.0,50,50,3000,0,54,239,293,0.11662641586735845,0.06130000000000002,,,,,0.43744745798176154,0,0,51,0.18518518518518517,0.24074074074074073,0.7266073822975159
PU-G,synthetic_redundancy_hard,0,0.1,0.0,100,100,3000,0,104,279,383,0.14903509989380836,0.07269999999999999,,,,,0.8385828330065124,0,0,101,0.17307692307692307,0.22115384615384615,0.7397179007530212
PU-G,synthetic_redundancy_hard,0,0.1,0.0,200,200,3000,0,204,30,234,0.09510343405418098,0.013499999999999956,,,,,1.8375043330015615,0,1,201,0.12254901960784313,0.17647058823529413,0.7406606078147888
GREATS,synthetic_redundancy_hard,0,0.1,0.0,50,50,3000,0,54,101,155,,0.027800000000000047,,,,,0.3460945839760825,0,0,51,0.037037037037037035,0.14814814814814814,0.7123628854751587
GREATS,synthetic_redundancy_hard,0,0.1,0.0,100,100,3000,0,104,64,168,,0.0121,,,,,0.5265036670025438,0,0,101,0.028846153846153848,0.15384615384615385,0.6973581314086914
GREATS,synthetic_redundancy_hard,0,0.1,0.0,200,200,3000,0,204,979,1183,,0.3466,,,,,0.8640925000072457,0,1,201,0.10294117647058823,0.19607843137254902,0.560111939907074
MaxLoss,synthetic_redundancy_hard,0,0.2,0.0,50,50,3000,0,54,879,933,0.3410818142583594,0.2539,,,,,0.22495733300456777,0,0,51,0.2777777777777778,0.2777777777777778,0.8053064942359924
MaxLoss,synthetic_redundancy_hard,0,0.2,0.0,100,100,3000,0,104,506,610,0.22927471931325272,0.11980000000000002,,,,,0.3126784999622032,0,0,101,0.3076923076923077,0.46153846153846156,0.7836273312568665
MaxLoss,synthetic_redundancy_hard,0,0.2,0.0,200,200,3000,0,204,275,479,0.18318789481418207,0.08399999999999996,,,,,0.5089384579914622,0,1,201,0.2696078431372549,0.4019607843137255,0.6689050197601318
PU-C,synthetic_redundancy_hard,0,0.2,0.0,50,50,3000,0,54,579,633,0.23731507768388838,0.1723,,,,,0.41274708398850635,0,0,51,0.2037037037037037,0.24074074074074073,0.7126923203468323
PU-C,synthetic_redundancy_hard,0,0.2,0.0,100,100,3000,0,104,486,590,0.22227153496351093,0.14700000000000002,,,,,0.7293149589677341,0,0,101,0.25,0.34615384615384615,0.7104928493499756
PU-C,synthetic_redundancy_hard,0,0.2,0.0,200,200,3000,0,204,143,347,0.13612384552834556,0.041100000000000025,,,,,1.4061122089624405,0,1,201,0.24509803921568626,0.39705882352941174,0.5263712406158447
PU-F,synthetic_redundancy_hard,0,0.2,0.0,50,50,3000,0,54,290,344,0.13504496222594753,0.06389999999999996,,,,,0.5605415410245769,0,0,51,0.25925925925925924,0.25925925925925924,0.7787084579467773
PU-F,synthetic_redundancy_hard,0,0.2,0.0,100,100,3000,0,104,340,444,0.17077872878871858,0.07720000000000005,,,,,1.2831593329901807,0,0,101,0.25961538461538464,0.27884615384615385,0.7627308964729309
PU-F,synthetic_redundancy_hard,0,0.2,0.0,200,200,3000,0,204,175,379,0.14760361140361056,0.049000000000000044,,,,,2.585363332997076,0,1,201,0.22549019607843138,0.3382352941176471,0.5293529629707336
PU-G,synthetic_redundancy_hard,0,0.2,0.0,50,50,3000,0,54,274,328,0.12928274739533663,0.062100000000000044,,,,,0.48511470801895484,0,0,51,0.2037037037037037,0.2777777777777778,0.7884128093719482
PU-G,synthetic_redundancy_hard,0,0.2,0.0,100,100,3000,0,104,312,416,0.1608174790162593,0.07289999999999996,,,,,1.1400477080023848,0,0,101,0.16346153846153846,0.34615384615384615,0.8145743608474731
PU-G,synthetic_redundancy_hard,0,0.2,0.0,200,200,3000,0,204,76,280,0.11190583789721131,0.017299999999999982,,,,,2.4101271250401624,0,1,201,0.1715686274509804,0.3382352941176471,0.7254833579063416
GREATS,synthetic_redundancy_hard,0,0.2,0.0,50,50,3000,0,54,222,276,,0.035800000000000054,,,,,0.33036154200090095,0,0,51,0.05555555555555555,0.18518518518518517,0.7220357656478882
GREATS,synthetic_redundancy_hard,0,0.2,0.0,100,100,3000,0,104,145,249,,0.019299999999999984,,,,,0.512360249995254,0,0,101,0.038461538461538464,0.19230769230769232,0.6830117106437683
GREATS,synthetic_redundancy_hard,0,0.2,0.0,200,200,3000,0,204,67,271,,0.0038000000000000256,,,,,1.0037357920082286,0,1,201,0.06862745098039216,0.25,0.46361303329467773
MaxLoss,synthetic_redundancy_hard,0,0.3,0.0,50,50,3000,0,54,489,543,0.2057693019742146,0.12880000000000003,,,,,0.183147709001787,0,0,51,0.3888888888888889,0.4074074074074074,0.7374058365821838
MaxLoss,synthetic_redundancy_hard,0,0.3,0.0,100,100,3000,0,104,419,523,0.19872692442731932,0.11280000000000001,,,,,0.29150208400096744,0,0,101,0.33653846153846156,0.3942307692307692,0.7115463018417358
MaxLoss,synthetic_redundancy_hard,0,0.3,0.0,200,200,3000,0,204,173,377,0.14688758662668988,0.05130000000000001,,,,,0.4836206669569947,0,1,201,0.3284313725490196,0.4215686274509804,0.5069332718849182
PU-C,synthetic_redundancy_hard,0,0.3,0.0,50,50,3000,0,54,406,460,0.17645711061777547,0.10229999999999995,,,,,0.24400512501597404,0,0,51,0.4074074074074074,0.42592592592592593,0.7210921049118042
PU-C,synthetic_redundancy_hard,0,0.3,0.0,100,100,3000,0,104,385,489,0.18672525027068332,0.1028,,,,,0.4915564170223661,0,0,101,0.36538461538461536,0.38461538461538464,0.7537359595298767
PU-C,synthetic_redundancy_hard,0,0.3,0.0,200,200,3000,0,204,251,455,0.1746836540987715,0.061000000000000054,,,,,1.2227320420206524,0,1,201,0.27941176470588236,0.31862745098039214,0.4566150903701782
PU-F,synthetic_redundancy_hard,0,0.3,0.0,50,50,3000,0,54,601,655,0.24499302072217688,0.14239999999999997,,,,,0.6873375420109369,0,0,51,0.42592592592592593,0.48148148148148145,0.713836133480072
PU-F,synthetic_redundancy_hard,0,0.3,0.0,100,100,3000,0,104,350,454,0.174328850582242,0.09430000000000005,,,,,1.528032875037752,0,0,101,0.3557692307692308,0.4326923076923077,0.623546838760376
PU-F,synthetic_redundancy_hard,0,0.3,0.0,200,200,3000,0,204,205,409,0.15832214610418305,0.05830000000000002,,,,,2.835988709004596,0,1,201,0.29411764705882354,0.38235294117647056,0.662128746509552
PU-G,synthetic_redundancy_hard,0,0.3,0.0,50,50,3000,0,54,328,382,0.1486772975185886,0.0756,,,,,0.4695724999764934,0,0,51,0.24074074074074073,0.3333333333333333,0.7498993277549744
PU-G,synthetic_redundancy_hard,0,0.3,0.0,100,100,3000,0,104,235,339,0.13324576301965863,0.0524,,,,,0.9728589169681072,0,0,101,0.2403846153846154,0.3076923076923077,0.7867750525474548
PU-G,synthetic_redundancy_hard,0,0.3,0.0,200,200,3000,0,204,176,380,0.14796155341900885,0.03649999999999998,,,,,2.1418236669851467,0,1,201,0.28431372549019607,0.3431372549019608,0.684844970703125
GREATS,synthetic_redundancy_hard,0,0.3,0.0,50,50,3000,0,54,208,262,,0.03700000000000003,,,,,0.2821410830365494,0,0,51,0.05555555555555555,0.14814814814814814,0.6629452109336853
GREATS,synthetic_redundancy_hard,0,0.3,0.0,100,100,3000,0,104,170,274,,0.022199999999999998,,,,,0.49733583303168416,0,0,101,0.028846153846153848,0.07692307692307693,0.6701560020446777
GREATS,synthetic_redundancy_hard,0,0.3,0.0,200,200,3000,0,204,111,315,,0.007000000000000006,,,,,0.9996103750308976,0,1,201,0.11274509803921569,0.20098039215686275,0.5019952654838562
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,50,50,3000,0,54,352,406,0.1572520800982602,0.08730000000000004,,,,,0.235545750008896,0,0,51,0.3148148148148148,0.3148148148148148,0.7891256213188171
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,100,100,3000,0,104,357,461,0.17681169032584876,0.08979999999999999,,,,,0.317506332998164,0,0,101,0.28846153846153844,0.34615384615384615,0.7251380085945129
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,200,200,3000,0,204,253,457,0.17539314867462963,0.07140000000000002,,,,,0.5114488750114106,0,1,201,0.28921568627450983,0.4166666666666667,0.5436508059501648
PU-C,synthetic_redundancy_hard,0,0.4,0.0,50,50,3000,0,54,1134,1188,0.4279616988496855,0.38770000000000004,,,,,0.34641787502914667,0,0,51,0.3148148148148148,0.35185185185185186,0.8060389757156372
PU-C,synthetic_redundancy_hard,0,0.4,0.0,100,100,3000,0,104,475,579,0.21841504727490246,0.138,,,,,0.591002999979537,0,0,101,0.2692307692307692,0.40384615384615385,0.7878015041351318
PU-C,synthetic_redundancy_hard,0,0.4,0.0,200,200,3000,0,204,228,432,0.16651347110746428,0.06879999999999997,,,,,1.1641889170277864,0,1,201,0.29411764705882354,0.3872549019607843,0.5845974087715149
PU-F,synthetic_redundancy_hard,0,0.4,0.0,50,50,3000,0,54,443,497,0.189552646887023,0.11699999999999999,,,,,0.5313150839647278,0,0,51,0.3888888888888889,0.42592592592592593,0.7480701804161072
PU-F,synthetic_redundancy_hard,0,0.4,0.0,100,100,3000,0,104,363,467,0.17893839586758986,0.10160000000000002,,,,,1.22856945899548,0,0,101,0.25,0.38461538461538464,0.6918609142303467
PU-F,synthetic_redundancy_hard,0,0.4,0.0,200,200,3000,0,204,136,340,0.1336057098233141,0.021700000000000053,,,,,2.5547386669786647,0,1,201,0.25980392156862747,0.37745098039215685,0.5437219738960266
PU-G,synthetic_redundancy_hard,0,0.4,0.0,50,50,3000,0,54,459,513,0.19520097953500226,0.12239999999999995,,,,,0.5413374170311727,0,0,51,0.4074074074074074,0.4074074074074074,0.813017725944519
PU-G,synthetic_redundancy_hard,0,0.4,0.0,100,100,3000,0,104,438,542,0.20541747816605493,0.12419999999999998,,,,,1.2741975840181112,0,0,101,0.33653846153846156,0.4326923076923077,0.7953910827636719
PU-G,synthetic_redundancy_hard,0,0.4,0.0,200,200,3000,0,204,301,505,0.19237787678139284,0.07750000000000001,,,,,2.624969125026837,0,1,201,0.2647058823529412,0.39705882352941174,0.6792050004005432
GREATS,synthetic_redundancy_hard,0,0.4,0.0,50,50,3000,0,54,335,389,,0.06579999999999997,,,,,0.4219505410292186,0,0,51,0.35185185185185186,0.4074074074074074,0.6943854093551636
GREATS,synthetic_redundancy_hard,0,0.4,0.0,100,100,3000,0,104,293,397,,0.055499999999999994,,,,,1.0315155829885043,0,0,101,0.2692307692307692,0.36538461538461536,0.7111188769340515
GREATS,synthetic_redundancy_hard,0,0.4,0.0,200,200,3000,0,204,173,377,,0.03090000000000004,,,,,2.790207375015598,0,1,201,0.29901960784313725,0.43137254901960786,0.6191927194595337
MaxLoss,synthetic_redundancy_hard,1,0.0,0.0,50,50,3000,0,54,52,106,0.04712998168542981,0.02849999999999997,,,,,0.2458904999657534,0,0,51,0.0,0.037037037037037035,0.8406147360801697
MaxLoss,synthetic_redundancy_hard,1,0.0,0.0,100,100,3000,0,104,16,120,0.05250743729993701,0.02200000000000002,,,,,0.3354732079897076,0,0,101,0.0,0.18269230769230768,0.8140133619308472
MaxLoss,synthetic_redundancy_hard,1,0.0,0.0,200,114,3000,0,118,0,118,0.05174200655892491,0.018900000000000028,,,,,0.3688965420005843,1,0,115,0.0,0.17796610169491525,0.81413334608078
PU-C,synthetic_redundancy_hard,1,0.0,0.0,50,50,3000,0,54,138,192,0.07960064115468413,0.041100000000000025,,,,,0.15195733297150582,0,0,51,0.0,0.09259259259259259,0.7441156506538391
PU-C,synthetic_redundancy_hard,1,0.0,0.0,100,100,3000,0,104,51,155,0.06577725638635457,0.026100000000000012,,,,,0.2835632910137065,0,0,101,0.0,0.15384615384615385,0.740752100944519
PU-C,synthetic_redundancy_hard,1,0.0,0.0,200,103,3000,0,107,0,107,0.04751565994229168,0.018100000000000005,,,,,0.29644041595747694,1,0,104,0.0,0.14953271028037382,0.8137211203575134
PU-F,synthetic_redundancy_hard,1,0.0,0.0,50,50,3000,0,54,159,213,0.08737389626912773,0.04949999999999999,,,,,0.27162083302391693,0,0,51,0.0,0.037037037037037035,0.6069996953010559
PU-F,synthetic_redundancy_hard,1,0.0,0.0,100,100,3000,0,104,71,175,0.07327152288053185,0.024399999999999977,,,,,0.43418199999723583,0,0,101,0.0,0.11538461538461539,0.708480954170227
PU-F,synthetic_redundancy_hard,1,0.0,0.0,200,128,3000,0,132,0,132,0.057082461076788604,0.009000000000000008,,,,,0.5223422080161981,1,0,129,0.0,0.11363636363636363,0.7961007356643677
PU-G,synthetic_redundancy_hard,1,0.0,0.0,50,50,3000,0,54,192,246,0.09950272261630744,0.05120000000000002,,,,,0.33884591702371836,0,0,51,0.0,0.12962962962962962,0.7158246636390686
PU-G,synthetic_redundancy_hard,1,0.0,0.0,100,100,3000,0,104,74,178,0.07439100183546543,0.021399999999999975,,,,,0.5535055000218563,0,0,101,0.0,0.20192307692307693,0.7293250560760498
PU-G,synthetic_redundancy_hard,1,0.0,0.0,200,167,3000,0,171,0,171,0.07177707378286868,0.0031999999999999806,,,,,0.7811039169901051,1,0,168,0.0,0.21052631578947367,0.6130948662757874
GREATS,synthetic_redundancy_hard,1,0.0,0.0,50,50,3000,0,54,68,122,,0.026100000000000012,,,,,0.3322729170322418,0,0,51,0.0,0.12962962962962962,0.7089772820472717
GREATS,synthetic_redundancy_hard,1,0.0,0.0,100,100,3000,0,104,25,129,,0.011499999999999955,,,,,0.4544277500244789,0,0,101,0.0,0.20192307692307693,0.6996636390686035
GREATS,synthetic_redundancy_hard,1,0.0,0.0,200,141,3000,0,145,0,145,,0.0043999999999999595,,,,,0.5789515420328826,1,0,142,0.0,0.18620689655172415,0.6601669192314148
MaxLoss,synthetic_redundancy_hard,1,0.1,0.0,50,50,3000,0,54,562,616,0.23137355543440208,0.12370000000000003,,,,,0.29150462499819696,0,0,51,0.3888888888888889,0.4444444444444444,0.843926727771759
MaxLoss,synthetic_redundancy_hard,1,0.1,0.0,100,100,3000,0,104,366,470,0.1800012559397146,0.07840000000000003,,,,,0.3788795830332674,0,0,101,0.3173076923076923,0.41346153846153844,0.8630387783050537
MaxLoss,synthetic_redundancy_hard,1,0.1,0.0,200,200,3000,0,204,2,206,0.08478796045528725,0.020499999999999963,,,,,0.5954675829852931,0,1,201,0.19607843137254902,0.38235294117647056,0.4435145854949951
PU-C,synthetic_redundancy_hard,1,0.1,0.0,50,50,3000,0,54,281,335,0.13180543505586684,0.0887,,,,,0.32981962501071393,0,0,51,0.25925925925925924,0.3148148148148148,0.844251275062561
PU-C,synthetic_redundancy_hard,1,0.1,0.0,100,100,3000,0,104,201,305,0.120974114688579,0.06840000000000002,,,,,0.6072560410248116,0,0,101,0.27884615384615385,0.33653846153846156,0.808272659778595
PU-C,synthetic_redundancy_hard,1,0.1,0.0,200,200,3000,0,204,32,236,0.09583749843295664,0.011700000000000044,,,,,1.213313999993261,0,1,201,0.19607843137254902,0.37745098039215685,0.6015725135803223
PU-F,synthetic_redundancy_hard,1,0.1,0.0,50,50,3000,0,54,524,578,0.21806428756099194,0.11529999999999996,,,,,0.5286784170311876,0,0,51,0.3148148148148148,0.35185185185185186,0.7748716473579407
PU-F,synthetic_redundancy_hard,1,0.1,0.0,100,100,3000,0,104,438,542,0.20541747816605493,0.10050000000000003,,,,,1.3092653750209138,0,0,101,0.2692307692307692,0.3173076923076923,0.751761794090271
PU-F,synthetic_redundancy_hard,1,0.1,0.0,200,200,3000,0,204,21,225,0.09179576905444264,0.00660000000000005,,,,,2.4296446249936707,0,1,201,0.14705882352941177,0.29411764705882354,0.5456810593605042
PU-G,synthetic_redundancy_hard,1,0.1,0.0,50,50,3000,0,54,241,295,0.11735166853759438,0.07320000000000004,,,,,0.49216829100623727,0,0,51,0.16666666666666666,0.35185185185185186,0.7586361765861511
PU-G,synthetic_redundancy_hard,1,0.1,0.0,100,100,3000,0,104,124,228,0.09289913187967613,0.052100000000000035,,,,,0.719399041030556,0,0,101,0.11538461538461539,0.25,0.6506369113922119
PU-G,synthetic_redundancy_hard,1,0.1,0.0,200,200,3000,0,204,17,221,0.09032332972856238,0.0040999999999999925,,,,,1.2459955000085756,0,1,201,0.11274509803921569,0.35294117647058826,0.5839153528213501
GREATS,synthetic_redundancy_hard,1,0.1,0.0,50,50,3000,0,54,67,121,,0.02200000000000002,,,,,0.32711995899444446,0,0,51,0.037037037037037035,0.35185185185185186,0.7416282296180725
GREATS,synthetic_redundancy_hard,1,0.1,0.0,100,100,3000,0,104,52,156,,0.006099999999999994,,,,,0.4780722089926712,0,0,101,0.019230769230769232,0.25,0.6652711629867554
GREATS,synthetic_redundancy_hard,1,0.1,0.0,200,200,3000,0,204,18,222,,0.0034999999999999476,,,,,0.796112334006466,0,1,201,0.1323529411764706,0.3431372549019608,0.6111226081848145
MaxLoss,synthetic_redundancy_hard,1,0.2,0.0,50,50,3000,0,54,573,627,0.23521893582073972,0.16720000000000002,,,,,0.2470273330109194,0,0,51,0.35185185185185186,0.3888888888888889,0.7266601920127869
MaxLoss,synthetic_redundancy_hard,1,0.2,0.0,100,100,3000,0,104,558,662,0.24743344442686066,0.1713,,,,,0.3301987500162795,0,0,101,0.28846153846153844,0.4326923076923077,0.7332141995429993
MaxLoss,synthetic_redundancy_hard,1,0.2,0.0,200,200,3000,0,204,267,471,0.18035547027830034,0.08430000000000004,,,,,0.5250827500130981,0,1,201,0.2107843137254902,0.37745098039215685,0.5675563216209412
PU-C,synthetic_redundancy_hard,1,0.2,0.0,50,50,3000,0,54,501,555,0.20998881832929328,0.14290000000000003,,,,,0.24742708302801475,0,0,51,0.2777777777777778,0.3333333333333333,0.8425629138946533
PU-C,synthetic_redundancy_hard,1,0.2,0.0,100,100,3000,0,104,430,534,0.20260177814634517,0.12380000000000002,,,,,0.5535110000055283,0,0,101,0.2403846153846154,0.38461538461538464,0.7392759323120117
PU-C,synthetic_redundancy_hard,1,0.2,0.0,200,200,3000,0,204,160,364,0.14222877041902393,0.050000000000000044,,,,,1.4800470000482164,0,1,201,0.22058823529411764,0.38235294117647056,0.5045360922813416
PU-F,synthetic_redundancy_hard,1,0.2,0.0,50,50,3000,0,54,282,336,0.1321655985666439,0.0655,,,,,0.5540162079851143,0,0,51,0.2962962962962963,0.3888888888888889,0.7025543451309204
PU-F,synthetic_redundancy_hard,1,0.2,0.0,100,100,3000,0,104,194,298,0.11843906552530825,0.04690000000000005,,,,,2.1346279579447582,0,0,101,0.2403846153846154,0.46153846153846156,0.7351464629173279
PU-F,synthetic_redundancy_hard,1,0.2,0.0,200,200,3000,0,204,310,514,0.1955537197063677,0.07540000000000002,,,,,3.641573582950514,0,1,201,0.23039215686274508,0.3872549019607843,0.5677165389060974
PU-G,synthetic_redundancy_hard,1,0.2,0.0,50,50,3000,0,54,418,472,0.1807096485281363,0.11550000000000005,,,,,0.4947038340033032,0,0,51,0.37037037037037035,0.46296296296296297,0.8441287279129028
PU-G,synthetic_redundancy_hard,1,0.2,0.0,100,100,3000,0,104,389,493,0.1881392219220288,0.11050000000000004,,,,,1.5713352500461042,0,0,101,0.19230769230769232,0.3269230769230769,0.8124089241027832
PU-G,synthetic_redundancy_hard,1,0.2,0.0,200,200,3000,0,204,263,467,0.17893839586758986,0.0786,,,,,3.465186375018675,0,1,201,0.22058823529411764,0.3431372549019608,0.5649540424346924
GREATS,synthetic_redundancy_hard,1,0.2,0.0,50,50,3000,0,54,182,236,,0.03649999999999998,,,,,0.2869254589895718,0,0,51,0.05555555555555555,0.18518518518518517,0.7195003628730774
GREATS,synthetic_redundancy_hard,1,0.2,0.0,100,100,3000,0,104,148,252,,0.026499999999999968,,,,,0.5471952089574188,0,0,101,0.028846153846153848,0.21153846153846154,0.7205400466918945
GREATS,synthetic_redundancy_hard,1,0.2,0.0,200,200,3000,0,204,81,285,,0.009199999999999986,,,,,1.2379328749957494,0,1,201,0.029411764705882353,0.28921568627450983,0.5281437635421753
MaxLoss,synthetic_redundancy_hard,1,0.3,0.0,50,50,3000,0,54,628,682,0.2543994504958391,0.1523,,,,,0.15517391700996086,0,0,51,0.35185185185185186,0.4444444444444444,0.7438908815383911
MaxLoss,synthetic_redundancy_hard,1,0.3,0.0,100,100,3000,0,104,555,659,0.24638769769808277,0.13490000000000002,,,,,0.26095570798497647,0,0,101,0.28846153846153844,0.4326923076923077,0.8074116110801697
MaxLoss,synthetic_redundancy_hard,1,0.3,0.0,200,200,3000,0,204,253,457,0.17539314867462963,0.09240000000000004,,,,,0.5724641669658013,0,1,201,0.27941176470588236,0.4215686274509804,0.38358327746391296
PU-C,synthetic_redundancy_hard,1,0.3,0.0,50,50,3000,0,54,511,565,0.2135017917607911,0.1169,,,,,0.3405245409812778,0,0,51,0.2962962962962963,0.3148148148148148,0.7951171398162842
PU-C,synthetic_redundancy_hard,1,0.3,0.0,100,100,3000,0,104,464,568,0.2145551101421006,0.10929999999999995,,,,,0.6104176249937154,0,0,101,0.27884615384615385,0.4230769230769231,0.800456702709198
PU-C,synthetic_redundancy_hard,1,0.3,0.0,200,200,3000,0,204,126,330,0.13000379299046472,0.041100000000000025,,,,,1.3520157500170171,0,1,201,0.29411764705882354,0.4411764705882353,0.7361111044883728
PU-F,synthetic_redundancy_hard,1,0.3,0.0,50,50,3000,0,54,528,582,0.21946715575177222,0.12039999999999995,,,,,0.7171910419710912,0,0,51,0.4444444444444444,0.5,0.7463998198509216
PU-F,synthetic_redundancy_hard,1,0.3,0.0,100,100,3000,0,104,483,587,0.22122010361636057,0.11129999999999995,,,,,1.6502677079988644,0,0,101,0.3076923076923077,0.5192307692307693,0.7378748059272766
PU-F,synthetic_redundancy_hard,1,0.3,0.0,200,200,3000,0,204,235,439,0.16900222492404282,0.07320000000000004,,,,,4.116739707998931,0,1,201,0.27450980392156865,0.47549019607843135,0.620417594909668
PU-G,synthetic_redundancy_hard,1,0.3,0.0,50,50,3000,0,54,363,417,0.16117378696799278,0.09530000000000005,,,,,0.6268740000086837,0,0,51,0.37037037037037035,0.4444444444444444,0.7305052876472473
PU-G,synthetic_redundancy_hard,1,0.3,0.0,100,100,3000,0,104,410,514,0.1955537197063677,0.10970000000000002,,,,,1.6702499170205556,0,0,101,0.4519230769230769,0.5192307692307693,0.6877450346946716
