method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-G,synthetic_redundancy_hard,0,0.0,0.3,2100,900,19,0,19,0.016736568009946495,0.0020999999999999908,,,,,0.2354763988405466,1,16,0.0,0.0,0.6636534929275513
GREATS,synthetic_redundancy_hard,0,0.0,0.3,2100,900,53,0,53,,0.006199999999999983,,,,,0.34502846375107765,1,50,0.0,0.018867924528301886,0.8950182199478149
MaxLoss,synthetic_redundancy_hard,0,0.0,0.4,1800,1200,18,0,18,0.01875582296634093,0.0022999999999999687,,,,,0.25697074737399817,1,15,0.0,0.0,0.8293988704681396
PU-C,synthetic_redundancy_hard,0,0.0,0.4,1800,1200,31,0,31,0.028297114360611886,0.006700000000000039,,,,,0.3021570174023509,1,28,0.0,0.0,0.8515673279762268
PU-F,synthetic_redundancy_hard,0,0.0,0.4,1800,1200,12,0,12,0.014080010878387839,0.0024999999999999467,,,,,0.255059982649982,1,9,0.0,0.0,0.7560692429542542
PU-G,synthetic_redundancy_hard,0,0.0,0.4,1800,1200,28,0,28,0.026144773059058934,0.005600000000000049,,,,,0.30089624878019094,1,25,0.0,0.0,0.8268011212348938
GREATS,synthetic_redundancy_hard,0,0.0,0.4,1800,1200,37,0,37,,0.007099999999999995,,,,,0.33089629001915455,1,34,0.0,0.02702702702702703,0.8301514387130737
MaxLoss,synthetic_redundancy_hard,0,0.0,0.5,1500,1500,8,0,8,0.012929739721585065,0.0030999999999999917,,,,,0.28344561718404293,1,5,0.0,0.0,0.6546063423156738
PU-C,synthetic_redundancy_hard,0,0.0,0.5,1500,1500,16,0,16,0.020651578553952277,0.0039000000000000146,,,,,0.3076741695404053,1,13,0.0,0.0,0.7535912990570068
PU-F,synthetic_redundancy_hard,0,0.0,0.5,1500,1500,15,0,15,0.019722751749213785,0.0029000000000000137,,,,,0.30677870102226734,1,12,0.0,0.0,0.7742729783058167
PU-G,synthetic_redundancy_hard,0,0.0,0.5,1500,1500,16,0,16,0.020651578553952277,0.0039000000000000146,,,,,0.3087386479601264,1,13,0.0,0.0,0.7451828122138977
GREATS,synthetic_redundancy_hard,0,0.0,0.5,1500,1500,13,0,13,,0.0040999999999999925,,,,,0.30218919832259417,1,10,0.0,0.0,0.6702781319618225
MaxLoss,synthetic_redundancy_hard,0,0.0,0.6,1200,1800,8,0,8,0.016146273934282362,0.0010000000000000009,,,,,0.3497179187834263,1,5,0.0,0.125,0.6339059472084045
PU-C,synthetic_redundancy_hard,0,0.0,0.6,1200,1800,20,0,20,0.030329681176226586,0.005099999999999993,,,,,0.38345358427613974,1,17,0.0,0.05,0.8042979836463928
PU-F,synthetic_redundancy_hard,0,0.0,0.6,1200,1800,9,0,9,0.017408457002602518,0.0014999999999999458,,,,,0.3575192978605628,1,6,0.0,0.1111111111111111,0.5798391103744507
PU-G,synthetic_redundancy_hard,0,0.0,0.6,1200,1800,11,0,11,0.019872920005582273,0.0020000000000000018,,,,,0.363141693174839,1,8,0.0,0.09090909090909091,0.6171829700469971
GREATS,synthetic_redundancy_hard,0,0.0,0.6,1200,1800,14,0,14,,0.0038000000000000256,,,,,0.3714483706280589,1,11,0.0,0.07142857142857142,0.6338561177253723
MaxLoss,synthetic_redundancy_hard,0,0.0,0.7,900,2100,7,0,7,0.019781653478275985,0.0011999999999999789,,,,,0.3915098197758198,1,4,0.0,0.14285714285714285,0.5640698671340942
PU-C,synthetic_redundancy_hard,0,0.0,0.7,900,2100,4,0,4,0.014372511592227966,0.0013999999999999568,,,,,0.3865041332319379,1,1,0.0,0.25,0.3328011929988861
PU-F,synthetic_redundancy_hard,0,0.0,0.7,900,2100,8,0,8,0.021493067673873156,0.0026000000000000467,,,,,0.3959079924970865,1,5,0.0,0.125,0.6227851510047913
PU-G,synthetic_redundancy_hard,0,0.0,0.7,900,2100,15,0,15,0.03276355308480561,0.0034999999999999476,,,,,0.41446735616773367,1,12,0.0,0.06666666666666667,0.7392333745956421
GREATS,synthetic_redundancy_hard,0,0.0,0.7,900,2100,7,0,7,,0.0020999999999999908,,,,,0.39317210391163826,1,4,0.0,0.14285714285714285,0.5853909254074097
MaxLoss,synthetic_redundancy_hard,0,0.0,0.8,600,2400,9,0,9,0.03463902446674183,0.00539999999999996,,,,,0.43869251385331154,1,6,0.0,0.0,0.6275351643562317
PU-C,synthetic_redundancy_hard,0,0.0,0.8,600,2400,6,0,6,0.026965588273014873,0.0017000000000000348,,,,,0.435866623185575,1,3,0.0,0.0,0.504280149936676
PU-F,synthetic_redundancy_hard,0,0.0,0.8,600,2400,6,0,6,0.026965588273014873,0.0012999999999999678,,,,,0.4356662929058075,1,3,0.0,0.0,0.5057753920555115
PU-G,synthetic_redundancy_hard,0,0.0,0.8,600,2400,4,0,4,0.021501237817574292,0.0043999999999999595,,,,,0.43042661994695663,1,1,0.0,0.0,0.3330533802509308
GREATS,synthetic_redundancy_hard,0,0.0,0.8,600,2400,5,0,5,,0.0044999999999999485,,,,,0.4324396764859557,1,2,0.0,0.0,0.4405282139778137
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,3000,0,429,0,429,0.16544626542599872,0.02210000000000001,,,,,1.2577793644741178,1,426,0.337995337995338,0.46853146853146854,0.4390047788619995
PU-C,synthetic_redundancy_hard,0,0.4,0.0,3000,0,456,0,456,0.17503842012956738,0.027200000000000002,,,,,1.8749236054718494,1,453,0.3267543859649123,0.4824561403508772,0.39682453870773315
PU-F,synthetic_redundancy_hard,0,0.4,0.0,3000,0,458,0,458,0.17574783985037357,0.028000000000000025,,,,,3.3540793797001243,1,455,0.3078602620087336,0.44541484716157204,0.49378854036331177
PU-G,synthetic_redundancy_hard,0,0.4,0.0,3000,0,502,0,502,0.19131866691168398,0.01959999999999995,,,,,3.682531806640327,1,499,0.2868525896414343,0.44223107569721115,0.6193866729736328
GREATS,synthetic_redundancy_hard,0,0.4,0.0,3000,0,524,0,524,,0.02070000000000005,,,,,2.506196865811944,1,521,0.2862595419847328,0.45229007633587787,0.41480258107185364
MaxLoss,synthetic_redundancy_hard,0,0.4,0.1,2700,300,438,0,438,0.18712428136495873,0.01529999999999998,,,,,1.3506604935973883,1,435,0.3150684931506849,0.4634703196347032,0.7405697107315063
PU-C,synthetic_redundancy_hard,0,0.4,0.1,2700,300,468,0,468,0.19892514165258035,0.022199999999999998,,,,,2.0237299548462033,1,465,0.30128205128205127,0.4423076923076923,0.4967581629753113
PU-F,synthetic_redundancy_hard,0,0.4,0.1,2700,300,433,0,433,0.18515362055040896,0.022700000000000053,,,,,3.186356575228274,1,430,0.30484988452655887,0.42725173210161665,0.48131513595581055
PU-G,synthetic_redundancy_hard,0,0.4,0.1,2700,300,525,0,525,0.22124548361171037,0.028699999999999948,,,,,3.822436680085957,1,522,0.26666666666666666,0.42095238095238097,0.2980990409851074
GREATS,synthetic_redundancy_hard,0,0.4,0.1,2700,300,527,0,527,,0.015700000000000047,,,,,2.5900391740724444,1,524,0.25806451612903225,0.4117647058823529,0.5573204159736633
MaxLoss,synthetic_redundancy_hard,0,0.4,0.2,2400,600,371,0,371,0.18040699959965423,0.0242,,,,,1.1084341574460268,1,368,0.3045822102425876,0.4339622641509434,0.6104541420936584
PU-C,synthetic_redundancy_hard,0,0.4,0.2,2400,600,376,0,376,0.1826353654032573,0.017199999999999993,,,,,1.5212606471031904,1,373,0.30851063829787234,0.4627659574468085,0.3714960515499115
PU-F,synthetic_redundancy_hard,0,0.4,0.2,2400,600,397,0,397,0.1919776905560866,0.020199999999999996,,,,,2.5315090641379356,1,394,0.28967254408060455,0.4433249370277078,0.5294168591499329
PU-G,synthetic_redundancy_hard,0,0.4,0.2,2400,600,458,0,458,0.2189731178805232,0.009199999999999986,,,,,2.9870165130123496,1,455,0.27729257641921395,0.43013100436681223,0.737742006778717
GREATS,synthetic_redundancy_hard,0,0.4,0.2,2400,600,444,0,444,,0.01980000000000004,,,,,2.0896242121234536,1,441,0.26576576576576577,0.4099099099099099,0.5459660887718201
MaxLoss,synthetic_redundancy_hard,0,0.4,0.3,2100,900,323,0,323,0.18128801957936957,0.027599999999999958,,,,,0.9593835957348347,1,320,0.3281733746130031,0.48297213622291024,0.4308130443096161
PU-C,synthetic_redundancy_hard,0,0.4,0.3,2100,900,392,0,392,0.2163991237175651,0.02400000000000002,,,,,1.592572033405304,1,389,0.2857142857142857,0.4362244897959184,0.48123225569725037
PU-F,synthetic_redundancy_hard,0,0.4,0.3,2100,900,338,0,338,0.18895360839087516,0.014800000000000035,,,,,1.9870179798454046,1,335,0.2958579881656805,0.4289940828402367,0.4705536365509033
PU-G,synthetic_redundancy_hard,0,0.4,0.3,2100,900,370,0,370,0.20524465554626659,0.018299999999999983,,,,,2.3277392527088523,1,367,0.3054054054054054,0.43243243243243246,0.7437774538993835
GREATS,synthetic_redundancy_hard,0,0.4,0.3,2100,900,406,0,406,,0.014900000000000024,,,,,1.8727731499820948,1,403,0.28078817733990147,0.43596059113300495,0.671257495880127
MaxLoss,synthetic_redundancy_hard,0,0.4,0.4,1800,1200,282,0,282,0.18649125087540597,0.013499999999999956,,,,,0.8531593736261129,1,279,0.3404255319148936,0.4858156028368794,0.5819567441940308
PU-C,synthetic_redundancy_hard,0,0.4,0.4,1800,1200,312,0,312,0.20441303704865277,0.018299999999999983,,,,,1.2667365595698357,1,309,0.28846153846153844,0.42948717948717946,0.46403321623802185
PU-F,synthetic_redundancy_hard,0,0.4,0.4,1800,1200,298,0,298,0.19606292468961328,0.017199999999999993,,,,,1.716719502583146,1,295,0.29194630872483224,0.436241610738255,0.44884544610977173
PU-G,synthetic_redundancy_hard,0,0.4,0.4,1800,1200,341,0,341,0.2216403943602927,0.008099999999999996,,,,,1.9300653487443924,1,338,0.2873900293255132,0.41642228739002934,0.7280359268188477
GREATS,synthetic_redundancy_hard,0,0.4,0.4,1800,1200,384,0,384,,0.012599999999999945,,,,,1.766143798828125,1,381,0.2526041666666667,0.4088541666666667,0.6460106372833252
MaxLoss,synthetic_redundancy_hard,0,0.4,0.5,1500,1500,212,0,212,0.17254476906964555,0.027599999999999958,,,,,0.6956244418397546,1,209,0.330188679245283,0.4716981132075472,0.818844735622406
PU-C,synthetic_redundancy_hard,0,0.4,0.5,1500,1500,234,0,234,0.18851460044970736,0.01859999999999995,,,,,0.9712964920327067,1,231,0.3547008547008547,0.5085470085470085,0.5307429432868958
PU-F,synthetic_redundancy_hard,0,0.4,0.5,1500,1500,243,0,243,0.19501916045555845,0.03169999999999995,,,,,1.3568491321057081,1,240,0.32098765432098764,0.4609053497942387,0.8104203939437866
PU-G,synthetic_redundancy_hard,0,0.4,0.5,1500,1500,254,0,254,0.20294818619731814,0.016100000000000003,,,,,1.324050772935152,1,251,0.30708661417322836,0.46062992125984253,0.6432622671127319
GREATS,synthetic_redundancy_hard,0,0.4,0.5,1500,1500,287,0,287,,0.014599999999999946,,,,,1.3241214584559202,1,284,0.289198606271777,0.44947735191637633,0.5963718295097351
MaxLoss,synthetic_redundancy_hard,0,0.4,0.6,1200,1800,235,0,235,0.2354532268946059,0.02070000000000005,,,,,0.8048408338800073,1,232,0.2936170212765957,0.451063829787234,0.43410825729370117
PU-C,synthetic_redundancy_hard,0,0.4,0.6,1200,1800,201,0,201,0.20478312554769218,0.013000000000000012,,,,,0.9130621831864119,1,198,0.3383084577114428,0.4626865671641791,0.7142560482025146
PU-F,synthetic_redundancy_hard,0,0.4,0.6,1200,1800,233,0,233,0.2336581929703243,0.016000000000000014,,,,,1.2819861304014921,1,230,0.2918454935622318,0.4892703862660944,0.43968263268470764
PU-G,synthetic_redundancy_hard,0,0.4,0.6,1200,1800,235,0,235,0.2354532268946059,0.010199999999999987,,,,,1.2216449230909348,1,232,0.2936170212765957,0.4553191489361702,0.40493178367614746
GREATS,synthetic_redundancy_hard,0,0.4,0.6,1200,1800,239,0,239,,0.013800000000000034,,,,,1.154352300800383,1,236,0.28870292887029286,0.47280334728033474,0.757151186466217
MaxLoss,synthetic_redundancy_hard,0,0.4,0.7,900,2100,148,0,148,0.20701763813849539,0.02059999999999995,,,,,0.6161015378311276,1,145,0.30405405405405406,0.4797297297297297,0.6121509671211243
PU-C,synthetic_redundancy_hard,0,0.4,0.7,900,2100,138,0,138,0.19474193511996418,0.02300000000000002,,,,,0.7139578070491552,1,135,0.32608695652173914,0.463768115942029,0.8509727716445923
PU-F,synthetic_redundancy_hard,0,0.4,0.7,900,2100,155,0,155,0.2155709881335497,0.018199999999999994,,,,,0.9049415774643421,1,152,0.27741935483870966,0.45161290322580644,0.7955684661865234
PU-G,synthetic_redundancy_hard,0,0.4,0.7,900,2100,166,0,166,0.22895049449289218,0.019499999999999962,,,,,0.9183458061888814,1,163,0.2710843373493976,0.42168674698795183,0.6880883574485779
GREATS,synthetic_redundancy_hard,0,0.4,0.7,900,2100,179,0,179,,0.01739999999999997,,,,,0.9338740082457662,1,176,0.25139664804469275,0.43575418994413406,0.7353079915046692
MaxLoss,synthetic_redundancy_hard,0,0.4,0.8,600,2400,106,0,106,0.230040158261545,0.07130000000000003,,,,,0.579557198099792,1,103,0.3490566037735849,0.5377358490566038,0.7646940350532532
PU-C,synthetic_redundancy_hard,0,0.4,0.8,600,2400,120,0,120,0.25585477345157415,0.03069999999999995,,,,,0.7033529989421368,1,117,0.31666666666666665,0.48333333333333334,0.8612721562385559
PU-F,synthetic_redundancy_hard,0,0.4,0.8,600,2400,98,0,98,0.21514657593797892,0.061000000000000054,,,,,0.7062845211476088,1,95,0.336734693877551,0.5204081632653061,0.7007816433906555
PU-G,synthetic_redundancy_hard,0,0.4,0.8,600,2400,128,0,128,0.2704768336843699,0.03490000000000004,,,,,0.8048459347337484,1,125,0.296875,0.5,0.8118338584899902
GREATS,synthetic_redundancy_hard,0,0.4,0.8,600,2400,108,0,108,,0.050000000000000044,,,,,0.7265217984095216,1,105,0.35185185185185186,0.5277777777777778,0.7111838459968567
MaxLoss,synthetic_redundancy_hard,1,0.0,0.0,3000,0,118,0,118,0.05174200655892491,0.018900000000000028,,,,,0.23259944468736649,1,115,0.0,0.17796610169491525,0.814132571220398
PU-C,synthetic_redundancy_hard,1,0.0,0.0,3000,0,107,0,107,0.04751565994229168,0.018100000000000005,,,,,0.30691628623753786,1,104,0.0,0.14953271028037382,0.8137204051017761
PU-F,synthetic_redundancy_hard,1,0.0,0.0,3000,0,132,0,132,0.057082461076788604,0.0050000000000000044,,,,,0.6611437108367682,1,129,0.0,0.09848484848484848,0.7226384282112122
PU-G,synthetic_redundancy_hard,1,0.0,0.0,3000,0,176,0,176,0.07364481018157676,0.0038000000000000256,,,,,0.8470114525407553,1,173,0.0,0.2215909090909091,0.6166150569915771
GREATS,synthetic_redundancy_hard,1,0.0,0.0,3000,0,158,0,158,,0.0040999999999999925,,,,,0.5522537752985954,1,155,0.0,0.16455696202531644,0.6538833379745483
MaxLoss,synthetic_redundancy_hard,1,0.0,0.1,2700,300,51,0,51,0.02818571886746213,0.009600000000000053,,,,,0.1679038442671299,1,48,0.0,0.09803921568627451,0.909492552280426
PU-C,synthetic_redundancy_hard,1,0.0,0.1,2700,300,53,0,53,0.029092650511302054,0.0041999999999999815,,,,,0.21482097450643778,1,50,0.0,0.16981132075471697,0.9047485589981079
PU-F,synthetic_redundancy_hard,1,0.0,0.1,2700,300,65,0,65,0.034475019783712924,0.007399999999999962,,,,,0.2864248212426901,1,62,0.0,0.1076923076923077,0.8744503259658813
PU-G,synthetic_redundancy_hard,1,0.0,0.1,2700,300,62,0,62,0.03313811658881605,0.008600000000000052,,,,,0.274354531429708,1,59,0.0,0.0967741935483871,0.8477799892425537
GREATS,synthetic_redundancy_hard,1,0.0,0.1,2700,300,63,0,63,,0.005299999999999971,,,,,0.27084904070943594,1,60,0.0,0.1746031746031746,0.8955643177032471
MaxLoss,synthetic_redundancy_hard,1,0.0,0.2,2400,600,54,0,54,0.03321863728342578,0.010199999999999987,,,,,0.21676941588521004,1,51,0.0,0.1111111111111111,0.8944121599197388
PU-C,synthetic_redundancy_hard,1,0.0,0.2,2400,600,57,0,57,0.03473883034894243,0.009499999999999953,,,,,0.26828201673924923,1,54,0.0,0.10526315789473684,0.9028908014297485
PU-F,synthetic_redundancy_hard,1,0.0,0.2,2400,600,62,0,62,0.0372571304324083,0.00649999999999995,,,,,0.31178040709346533,1,59,0.0,0.12903225806451613,0.9167718291282654
PU-G,synthetic_redundancy_hard,1,0.0,0.2,2400,600,73,0,73,0.04273886897135526,0.008900000000000019,,,,,0.3433453692123294,1,70,0.0,0.1643835616438356,0.8620535135269165
GREATS,synthetic_redundancy_hard,1,0.0,0.2,2400,600,82,0,82,,0.008700000000000041,,,,,0.37499356642365456,1,79,0.0,0.13414634146341464,0.8872253894805908
MaxLoss,synthetic_redundancy_hard,1,0.0,0.3,2100,900,53,0,53,0.037355240201577544,0.010399999999999965,,,,,0.28016689606010914,1,50,0.0,0.22641509433962265,0.897162139415741
PU-C,synthetic_redundancy_hard,1,0.0,0.3,2100,900,44,0,44,0.03208407701458782,0.008099999999999996,,,,,0.29745897836983204,1,41,0.0,0.20454545454545456,0.8872247338294983
PU-F,synthetic_redundancy_hard,1,0.0,0.3,2100,900,41,0,41,0.03030511160613969,0.005199999999999982,,,,,0.30341218411922455,1,38,0.0,0.24390243902439024,0.8740658760070801
PU-G,synthetic_redundancy_hard,1,0.0,0.3,2100,900,52,0,52,0.036773915810044855,0.005800000000000027,,,,,0.337757408618927,1,49,0.0,0.2692307692307692,0.8730525970458984
GREATS,synthetic_redundancy_hard,1,0.0,0.3,2100,900,67,0,67,,0.007299999999999973,,,,,0.3875721590593457,1,64,0.0,0.16417910447761194,0.8852842450141907
MaxLoss,synthetic_redundancy_hard,1,0.0,0.4,1800,1200,36,0,36,0.031836072099395096,0.008099999999999996,,,,,0.2863387940451503,1,33,0.0,0.1388888888888889,0.8692454695701599
PU-C,synthetic_redundancy_hard,1,0.0,0.4,1800,1200,34,0,34,0.030427112593315542,0.005199999999999982,,,,,0.3076268322765827,1,31,0.0,0.17647058823529413,0.8688588738441467
PU-F,synthetic_redundancy_hard,1,0.0,0.4,1800,1200,35,0,35,0.03113263612613082,0.00660000000000005,,,,,0.31803040858358145,1,32,0.0,0.14285714285714285,0.861714243888855
PU-G,synthetic_redundancy_hard,1,0.0,0.4,1800,1200,47,0,47,0.039456071972381324,0.007099999999999995,,,,,0.35295749828219414,1,44,0.0,0.10638297872340426,0.8199709057807922
GREATS,synthetic_redundancy_hard,1,0.0,0.4,1800,1200,39,0,39,,0.008000000000000007,,,,,0.33178930543363094,1,36,0.0,0.1794871794871795,0.8653063774108887
MaxLoss,synthetic_redundancy_hard,1,0.0,0.5,1500,1500,29,0,29,0.03220343025168404,0.005600000000000049,,,,,0.31353101786226034,1,26,0.0,0.1724137931034483,0.8221313953399658
PU-C,synthetic_redundancy_hard,1,0.0,0.5,1500,1500,32,0,32,0.03477253299206495,0.006900000000000017,,,,,0.34176455717533827,1,29,0.0,0.21875,0.7951895594596863
PU-F,synthetic_redundancy_hard,1,0.0,0.5,1500,1500,32,0,32,0.03477253299206495,0.00660000000000005,,,,,0.34915019758045673,1,29,0.0,0.1875,0.8348523378372192
PU-G,synthetic_redundancy_hard,1,0.0,0.5,1500,1500,36,0,36,0.03815845097415149,0.008299999999999974,,,,,0.3616663673892617,1,33,0.0,0.16666666666666666,0.838205099105835
GREATS,synthetic_redundancy_hard,1,0.0,0.5,1500,1500,37,0,37,,0.005299999999999971,,,,,0.3677217746153474,1,34,0.0,0.24324324324324326,0.844115138053894
MaxLoss,synthetic_redundancy_hard,1,0.0,0.6,1200,1800,13,0,13,0.022273400623816997,0.0032999999999999696,,,,,0.3515968965366483,1,10,0.0,0.3076923076923077,0.6844744682312012
PU-C,synthetic_redundancy_hard,1,0.0,0.6,1200,1800,14,0,14,0.023453966539818794,0.006000000000000005,,,,,0.3616285268217325,1,11,0.0,0.14285714285714285,0.686664342880249
PU-F,synthetic_redundancy_hard,1,0.0,0.6,1200,1800,14,0,14,0.023453966539818794,0.0036000000000000476,,,,,0.3628000505268574,1,11,0.0,0.21428571428571427,0.732721745967865
PU-G,synthetic_redundancy_hard,1,0.0,0.6,1200,1800,22,0,22,0.03255960560636595,0.00660000000000005,,,,,0.38556213956326246,1,19,0.0,0.2727272727272727,0.8147563338279724
GREATS,synthetic_redundancy_hard,1,0.0,0.6,1200,1800,22,0,22,,0.009499999999999953,,,,,0.3890033299103379,1,19,0.0,0.2727272727272727,0.6798646450042725
MaxLoss,synthetic_redundancy_hard,1,0.0,0.7,900,2100,14,0,14,0.03120950743323192,0.00770000000000004,,,,,0.3957787100225687,1,11,0.0,0.21428571428571427,0.758133590221405
PU-C,synthetic_redundancy_hard,1,0.0,0.7,900,2100,15,0,15,0.03276355308480561,0.007000000000000006,,,,,0.4051840715110302,1,12,0.0,0.2,0.6846893429756165
PU-F,synthetic_redundancy_hard,1,0.0,0.7,900,2100,17,0,17,0.03583114157663658,0.009700000000000042,,,,,0.4127873945981264,1,14,0.0,0.17647058823529413,0.7441678047180176
PU-G,synthetic_redundancy_hard,1,0.0,0.7,900,2100,17,0,17,0.03583114157663658,0.005600000000000049,,,,,0.41276352293789387,1,14,0.0,0.17647058823529413,0.7052415013313293
GREATS,synthetic_redundancy_hard,1,0.0,0.7,900,2100,17,0,17,,0.006399999999999961,,,,,0.4149692738428712,1,14,0.0,0.17647058823529413,0.747558057308197
MaxLoss,synthetic_redundancy_hard,1,0.0,0.8,600,2400,6,0,6,0.026965588273014873,0.0030999999999999917,,,,,0.4268022533506155,1,3,0.0,0.16666666666666666,0.5239930748939514
PU-C,synthetic_redundancy_hard,1,0.0,0.8,600,2400,7,0,7,0.029579319758340716,0.0028000000000000247,,,,,0.4313746737316251,1,4,0.0,0.14285714285714285,0.6439574956893921
PU-F,synthetic_redundancy_hard,1,0.0,0.8,600,2400,13,0,13,0.044287452939897776,0.006800000000000028,,,,,0.446386206895113,1,10,0.0,0.15384615384615385,0.767899215221405
PU-G,synthetic_redundancy_hard,1,0.0,0.8,600,2400,13,0,13,0.044287452939897776,0.0049000000000000155,,,,,0.4463854916393757,1,10,0.0,0.07692307692307693,0.7122493982315063
GREATS,synthetic_redundancy_hard,1,0.0,0.8,600,2400,13,0,13,,0.005700000000000038,,,,,0.44862111657857895,1,10,0.0,0.07692307692307693,0.7333019971847534
MaxLoss,synthetic_redundancy_hard,1,0.4,0.0,3000,0,527,0,527,0.2001364043680951,0.012199999999999989,,,,,1.6676826607435942,1,524,0.2998102466793169,0.4497153700189753,0.420950710773468
PU-C,synthetic_redundancy_hard,1,0.4,0.0,3000,0,522,0,522,0.1983744747703895,0.01090000000000002,,,,,2.2599798878654838,1,519,0.29310344827586204,0.4501915708812261,0.5374350547790527
PU-F,synthetic_redundancy_hard,1,0.4,0.0,3000,0,590,0,590,0.22227153496351093,0.025499999999999967,,,,,4.531582293100655,1,587,0.26949152542372884,0.4423728813559322,0.5558034181594849
PU-G,synthetic_redundancy_hard,1,0.4,0.0,3000,0,600,2,602,0.22647476044949144,0.019199999999999995,,,,,4.972225710749626,0,597,0.2633333333333333,0.39166666666666666,0.34127581119537354
GREATS,synthetic_redundancy_hard,1,0.4,0.0,3000,0,583,0,583,,0.013700000000000045,,,,,2.8748666625469923,1,580,0.274442538593482,0.4236706689536878,0.46895739436149597
MaxLoss,synthetic_redundancy_hard,1,0.4,0.1,2700,300,502,0,502,0.21225421939743683,0.025900000000000034,,,,,1.603982312604785,1,499,0.28286852589641437,0.4302788844621514,0.5605820417404175
PU-C,synthetic_redundancy_hard,1,0.4,0.1,2700,300,529,0,529,0.22280717577086762,0.029200000000000004,,,,,2.3557162387296557,1,526,0.2741020793950851,0.4007561436672968,0.44355663657188416
