method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,budget,step,pool_index,sample_id,selected_order,initial_support,y_train,true_y,is_noisy,is_duplicate,group_id,projection,projection_source,projection_x,projection_y
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,366,366,3,0,0,0,0,1,5014,pca,embedding,0.6094692663789557,-0.8857080006630067
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4422,4422,4,0,1,1,0,0,4422,pca,embedding,0.4238899196475657,-0.12259943058505997
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2465,2465,5,0,0,0,0,0,2465,pca,embedding,0.9665449839847391,0.36611034695523087
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,163,163,6,0,1,0,1,1,5011,pca,embedding,0.5432674704401125,-0.5302769107061
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2950,2950,7,0,0,0,0,0,2950,pca,embedding,0.9610190302907139,0.022843455875880447
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1923,1923,8,0,1,1,0,0,1923,pca,embedding,0.781264615205505,0.13161579312946142
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,452,452,9,0,0,0,0,1,5022,pca,embedding,1.176228055621214,-0.04947752053331311
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,826,826,10,0,1,1,0,1,5049,pca,embedding,0.9097381588546877,0.5167366511969799
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3469,3469,11,0,0,0,0,0,3469,pca,embedding,0.7513870710530969,-0.14310342525552625
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4671,4671,12,0,1,1,0,0,4671,pca,embedding,0.8878695295638848,0.08691011691220125
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4118,4118,13,0,0,0,0,1,5004,pca,embedding,0.6269438728333586,0.7539656483575822
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4828,4828,14,0,1,1,0,1,5049,pca,embedding,1.0547772851688835,0.10684692394700401
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2115,2115,15,0,0,0,0,0,2115,pca,embedding,0.9209654410188793,-0.4266598314189883
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,263,263,16,0,1,1,0,1,5052,pca,embedding,0.14317958129873007,0.39671924479626014
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3052,3052,17,0,0,0,0,0,3052,pca,embedding,0.6818762006748431,0.6056548498652304
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1827,1827,18,0,1,1,0,0,1827,pca,embedding,1.054792739475059,-0.5909348194257562
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4555,4555,19,0,0,0,0,1,5009,pca,embedding,0.4182495389043073,-0.771356768620443
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2639,2639,20,0,1,1,0,0,2639,pca,embedding,0.6471666793759883,-0.15963572378512217
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,721,721,21,0,0,0,0,0,721,pca,embedding,0.7603551794968297,-0.42916915814136064
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,978,978,22,0,1,1,0,1,5047,pca,embedding,0.5413277571059041,-0.6745157810539961
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2074,2074,23,0,0,0,0,0,2074,pca,embedding,0.9145071752496188,-0.6193235570208256
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,561,561,24,0,1,1,0,1,5052,pca,embedding,0.10914625155416985,-0.30537753538901524
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4980,4980,25,0,0,0,0,0,4980,pca,embedding,0.9468605553770088,0.3326754887976907
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3988,3988,26,0,1,1,0,0,3988,pca,embedding,0.1191084261295491,0.44291519885238395
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,22,22,27,0,0,0,0,1,5015,pca,embedding,0.36309635343966606,0.1356549376983435
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3059,3059,28,0,1,1,0,0,3059,pca,embedding,0.8493068954416059,-0.44823548321849266
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,231,231,29,0,0,0,0,1,5017,pca,embedding,0.5623923821775677,0.39259854104581515
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,895,895,30,0,0,0,0,0,895,pca,embedding,0.2743065687186738,-0.4893374374142896
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2402,2402,31,0,1,1,0,0,2402,pca,embedding,-0.023350433031263607,-0.23198858341049083
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,162,162,32,0,1,0,1,1,5011,pca,embedding,0.7901097615757326,0.8180809241983882
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4427,4427,33,0,1,1,0,1,5032,pca,embedding,0.013593336354832768,-0.6492356599143791
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1232,1232,34,0,0,1,1,1,5048,pca,embedding,0.41767860616153984,-0.042638677409208486
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,323,323,35,0,0,0,0,1,5024,pca,embedding,0.4633799315911309,0.9149703131486038
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2099,2099,36,0,1,1,0,0,2099,pca,embedding,0.2734416951219196,0.5875910307637833
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1316,1316,37,0,1,1,0,0,1316,pca,embedding,0.7485696779082369,-0.6433861283331215
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,590,590,38,0,0,0,0,0,590,pca,embedding,0.14905179865076884,-0.3645483515492718
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2610,2610,39,0,1,1,0,0,2610,pca,embedding,0.9107586295935813,0.36439893199305223
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4553,4553,40,0,0,0,0,1,5004,pca,embedding,0.7235723198267562,-0.6281790730435929
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2811,2811,41,0,0,0,0,0,2811,pca,embedding,0.7417401129423324,0.526786787691349
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1010,1010,42,0,0,0,0,0,1010,pca,embedding,0.8896830084769265,-0.44504938451863596
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,225,225,43,0,0,0,0,0,225,pca,embedding,0.6812116852934513,0.23578272523451033
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1572,1572,44,0,1,1,0,0,1572,pca,embedding,1.11954197331267,0.4879214123036195
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,612,612,45,0,1,1,0,1,5032,pca,embedding,0.00018838553375116404,-0.4344600271522524
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,265,265,46,0,1,0,1,1,5003,pca,embedding,-0.5867955472187929,0.3995064836249426
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,135,135,47,0,1,1,0,1,5040,pca,embedding,0.7710910029352435,-0.5296789409059545
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1093,1093,48,0,0,0,0,0,1093,pca,embedding,0.7776582418441167,-0.661184268657058
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,312,312,49,0,0,1,1,1,5048,pca,embedding,0.45814832192508825,0.2879306050734017
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2464,2464,50,0,1,1,0,0,2464,pca,embedding,0.9534739807368755,0.1967930941574459
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4654,4654,51,0,1,1,0,0,4654,pca,embedding,0.435875745664404,-0.1552837689635163
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1913,1913,52,0,1,1,0,0,1913,pca,embedding,0.6370652953136187,0.4518666805319173
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2472,2472,53,0,0,0,0,1,5005,pca,embedding,-0.31749895949676893,0.36429285210324625
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3418,3418,54,0,0,0,0,0,3418,pca,embedding,0.9605097217603736,0.21144300923435672
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3173,3173,55,0,0,0,0,0,3173,pca,embedding,0.7650501068370288,0.13927025568687545
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3770,3770,56,0,0,0,0,0,3770,pca,embedding,0.2872285403419344,0.3355931184486167
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4847,4847,57,0,1,1,0,1,5033,pca,embedding,0.049240988225383975,-0.022771124126511402
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,56,56,58,0,1,1,0,1,5028,pca,embedding,-0.2525708642257593,0.05606018467327206
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4244,4244,59,0,0,0,0,0,4244,pca,embedding,0.409005452668582,-0.41339511071837504
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4460,4460,60,0,1,1,0,1,5045,pca,embedding,-0.12688140138847487,-0.5181427643528681
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4693,4693,61,0,0,0,0,1,5012,pca,embedding,0.3512120765894394,-0.7333911372031144
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,44,44,62,0,0,0,0,1,5006,pca,embedding,0.753623406144043,-0.05687388166894217
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3542,3542,63,0,1,1,0,0,3542,pca,embedding,0.5136205454837005,0.30033022918354446
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1835,1835,64,0,0,0,0,0,1835,pca,embedding,0.6042704430247372,0.39171149108135167
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4163,4163,65,0,1,1,0,1,5045,pca,embedding,0.16414659368442314,0.42042260663040815
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2592,2592,66,0,1,1,0,0,2592,pca,embedding,0.5038033315365408,-0.5015617198507708
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4259,4259,67,0,1,1,0,1,5045,pca,embedding,-0.023912204349207128,0.6742171117714612
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1191,1191,68,0,0,0,0,1,5006,pca,embedding,0.6642232478382726,0.7392983181630481
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2348,2348,69,0,1,1,0,0,2348,pca,embedding,0.359986987212128,0.29049635929316747
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3726,3726,70,0,0,0,0,0,3726,pca,embedding,-0.5780180843048714,0.18743597817677893
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2334,2334,71,0,0,0,0,0,2334,pca,embedding,0.4889007695784774,-0.34923922386661976
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,124,124,72,0,0,0,0,0,124,pca,embedding,0.6904208217833395,0.18025820233290157
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,217,217,73,0,1,1,0,1,5052,pca,embedding,0.24166128823937189,0.16699958181553737
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3781,3781,74,0,0,0,0,0,3781,pca,embedding,-0.23671123015696316,0.1426074787719603
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4610,4610,75,0,0,1,1,1,5048,pca,embedding,0.38157383938772615,-0.34369955091090765
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4407,4407,76,0,1,1,0,0,4407,pca,embedding,0.324986645758693,-0.1821025493024821
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,959,959,77,0,1,1,0,0,959,pca,embedding,1.1047114860739968,-0.3168860351499302
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,241,241,78,0,1,1,0,1,5036,pca,embedding,-0.40780860472911296,0.053269474321243786
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4911,4911,79,0,0,0,0,1,5024,pca,embedding,0.6919665655444946,0.4459559946850061
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2168,2168,80,0,0,0,0,0,2168,pca,embedding,0.09361496775616247,-0.0058070092866260425
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4372,4372,81,0,1,1,0,0,4372,pca,embedding,0.8656887118122532,0.030327443703523218
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4059,4059,82,0,1,1,0,0,4059,pca,embedding,0.1312400538362045,-0.02078908620879154
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3500,3500,83,0,1,1,0,0,3500,pca,embedding,0.3301628812627665,-0.06198766406626885
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3307,3307,84,0,0,0,0,0,3307,pca,embedding,0.880060513706737,0.16113181199053717
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2912,2912,85,0,0,0,0,0,2912,pca,embedding,0.08046209656173502,-0.18408223295158369
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,529,529,86,0,1,1,0,1,5053,pca,embedding,-0.8190223520990317,-0.17867832197397182
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1726,1726,87,0,0,0,0,0,1726,pca,embedding,0.11099941150112795,-0.21260933953820088
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4975,4975,88,0,0,0,0,0,4975,pca,embedding,-0.7108375172794483,0.07037728959648927
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,3373,3373,89,0,1,1,0,0,3373,pca,embedding,0.06479785691981385,0.43795770635215264
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,1,1,90,0,1,1,0,1,5047,pca,embedding,0.7359654595970002,-0.3933056832986886
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4326,4326,91,0,0,0,0,1,5024,pca,embedding,0.7208546092401329,-0.6260183676398299
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2332,2332,92,0,1,1,0,0,2332,pca,embedding,-0.12717282239393515,-0.41005959444102846
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4293,4293,93,0,1,1,0,1,5045,pca,embedding,0.17877845884599153,0.5653329005856519
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4455,4455,94,0,0,0,0,1,5025,pca,embedding,0.6654792898085041,0.8026062618479402
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4512,4512,95,0,0,0,0,0,4512,pca,embedding,0.7845374920695968,-0.5417638296948073
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,238,238,96,0,0,0,0,1,5021,pca,embedding,-0.2161397659044853,0.47614076811946476
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4708,4708,97,0,1,1,0,1,5032,pca,embedding,0.1568096422197035,0.34983348476442755
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,4268,4268,98,0,1,1,0,0,4268,pca,embedding,0.7190212147496596,0.18272472438980625
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,240,240,99,0,1,1,0,1,5042,pca,embedding,-0.3068586001494239,0.4040958384554584
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,100,100,2236,2236,100,0,1,1,0,0,2236,pca,embedding,0.7519001066261727,0.24515359087021107
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,200,200,1153,1153,0,1,1,0,1,1,5011,pca,embedding,0.8929993970153112,-0.7851538694798373
MaxLoss,manifold_group_noise_fashion_mnist,0,0.1,0.0,support,200,200,2307,2307,0,1,1,1,0,0,2307,pca,embedding,0.7277313851342605,0.5582196008463425
