method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,budget,step,pool_index,sample_id,selected_order,initial_support,y_train,true_y,is_noisy,is_duplicate,group_id,projection,projection_source,projection_x,projection_y
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,50,50,374,549,44,0,1,0,1,1,0,pca,raw,7.658376192488729,8.093222025318504
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,50,50,3223,4592,45,0,1,0,1,1,0,pca,raw,8.615940868935208,10.20139266912268
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,50,50,1101,1587,46,0,0,1,1,1,0,pca,raw,4.906390643812092,-3.2258534137525894
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,50,50,1133,1630,47,0,1,0,1,1,0,pca,raw,5.995790941812549,4.434223500702785
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,50,50,3358,4772,48,0,0,1,1,1,0,pca,raw,14.526849152600931,-3.9803645044712357
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,50,50,2827,4040,49,0,0,1,1,1,0,pca,raw,9.349763119954522,-4.5223562410770795
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,50,50,1349,1957,50,0,0,1,1,1,0,pca,raw,-6.784960158296555,-5.73941016969491
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1220,1766,0,1,0,0,0,0,1,pca,raw,7.267788420192959,-12.060465714553704
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2798,4002,0,1,1,0,1,1,0,pca,raw,-18.48944984919164,0.23860105107331275
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2854,4074,0,1,0,1,1,1,0,pca,raw,-25.155200214288172,-4.755439077261709
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3183,4543,0,1,1,0,1,0,1,pca,raw,-3.192296113190904,-8.321849870286712
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,706,1040,1,0,1,1,0,1,0,pca,raw,10.560893441348133,11.422199580262438
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2287,3277,2,0,1,0,1,1,0,pca,raw,17.755225310412225,10.478408671979663
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3239,4610,3,0,1,1,0,1,0,pca,raw,16.6820501384031,7.23237362559405
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2344,3369,4,0,1,1,0,1,0,pca,raw,16.686376256238596,7.255849494451545
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,520,753,5,0,1,1,0,1,0,pca,raw,17.39385546863846,13.270880381603362
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3399,4838,6,0,1,0,1,1,0,pca,raw,14.195505651884655,14.04707888821284
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3301,4692,7,0,1,0,1,1,0,pca,raw,13.14429227244055,14.164486933930464
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2884,4117,8,0,1,0,1,1,0,pca,raw,14.289029273018745,14.362551053627623
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,804,1178,9,0,1,0,1,1,0,pca,raw,9.475872617938814,12.576477445190902
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,944,1365,10,0,1,1,0,1,0,pca,raw,17.31216789805994,11.67535530592593
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,844,1225,11,0,1,0,1,1,0,pca,raw,11.986482405167852,13.81961323356921
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3284,4667,12,0,1,0,1,1,0,pca,raw,11.21918555173594,14.617501120008319
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1395,2015,13,0,1,1,0,1,0,pca,raw,17.048226180396675,11.302228008811602
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3388,4817,14,0,0,1,1,0,1,pca,raw,13.00843403274811,-12.784807424150184
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,476,689,15,0,1,0,1,1,0,pca,raw,12.055020608077125,11.707669563370727
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3293,4682,16,0,1,0,1,1,0,pca,raw,7.237211771534835,12.99791942890445
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2396,3436,17,0,0,1,1,0,1,pca,raw,12.062486971417007,-12.490052190496728
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,414,600,18,0,0,1,1,0,1,pca,raw,17.808974224971255,-12.10002715582913
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,832,1209,19,0,1,0,1,1,0,pca,raw,10.691326933826867,13.54508643953069
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1515,2190,20,0,1,0,1,1,0,pca,raw,13.516651787742061,12.678399675629393
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2431,3486,21,0,1,0,1,1,0,pca,raw,13.407527353336068,12.993100003883004
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3149,4500,22,0,1,0,1,1,0,pca,raw,16.68688921658474,11.622055818912049
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,466,671,23,0,0,0,0,0,1,pca,raw,8.956848218453395,-14.197369197225473
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2963,4240,24,0,0,1,1,0,1,pca,raw,18.828239897289677,-14.480536841310204
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2973,4257,25,0,1,0,1,1,0,pca,raw,9.980629501986359,10.007777738913951
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3440,4913,26,0,1,0,1,1,0,pca,raw,12.746059546106236,11.756535122595519
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2733,3920,27,0,1,0,1,1,0,pca,raw,9.169081765342717,12.271320566360293
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2098,3025,28,0,0,1,1,0,1,pca,raw,17.047692176582498,-11.308561716681535
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1842,2660,29,0,0,1,1,0,1,pca,raw,14.110035556004751,-10.256870775994846
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2382,3417,30,0,1,0,1,1,0,pca,raw,11.936052705067278,13.323745500894645
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2494,3583,31,0,0,1,1,0,1,pca,raw,13.863652739067135,-8.290491735578241
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,320,467,32,0,1,0,1,1,0,pca,raw,13.498747574796681,11.352407002722085
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,189,275,33,0,0,1,1,0,1,pca,raw,7.967653752243325,-12.070007352397306
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,122,176,34,0,0,1,1,0,1,pca,raw,9.070803756464235,-10.731372359566539
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2949,4218,35,0,0,1,1,1,0,pca,raw,9.883716337880998,-8.728745928347106
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,338,491,36,0,0,0,0,0,1,pca,raw,12.631623920194123,-12.179261143428217
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2603,3732,37,0,1,0,1,1,0,pca,raw,11.110352164842844,7.471209038113605
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3475,4967,38,0,1,0,1,1,0,pca,raw,6.414129867512367,10.597338817891899
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,608,878,39,0,0,1,1,1,0,pca,raw,-6.326864461295036,-7.5780221918508754
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3206,4572,40,0,1,0,1,1,0,pca,raw,7.679582193787893,9.97945281153417
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,489,709,41,0,0,0,0,0,1,pca,raw,13.160124622701451,-7.9558710043644805
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,756,1115,42,0,1,0,1,1,0,pca,raw,7.3792475881041035,10.456108038746063
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,307,450,43,0,0,1,1,1,0,pca,raw,5.105399076298773,-9.206713037893927
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,374,549,44,0,1,0,1,1,0,pca,raw,7.658376192488729,8.093222025318504
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3223,4592,45,0,1,0,1,1,0,pca,raw,8.615940868935208,10.20139266912268
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1101,1587,46,0,0,1,1,1,0,pca,raw,4.906390643812092,-3.2258534137525894
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1133,1630,47,0,1,0,1,1,0,pca,raw,5.995790941812549,4.434223500702785
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3358,4772,48,0,0,1,1,1,0,pca,raw,14.526849152600931,-3.9803645044712357
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2827,4040,49,0,0,1,1,1,0,pca,raw,9.349763119954522,-4.5223562410770795
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1349,1957,50,0,0,1,1,1,0,pca,raw,-6.784960158296555,-5.73941016969491
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1594,2301,51,0,0,1,1,1,0,pca,raw,1.6912400818022655,-8.970538965422875
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,870,1260,52,0,1,0,1,1,0,pca,raw,2.83169020667172,6.740850713921084
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,983,1413,53,0,1,0,1,1,0,pca,raw,5.835475563930619,3.6139430005213313
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,226,331,54,0,0,1,1,1,0,pca,raw,3.271508670496149,-4.03128917727026
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,453,651,55,0,0,1,1,1,0,pca,raw,-7.429550177864701,-6.1976521100248005
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2658,3815,56,0,0,1,1,0,1,pca,raw,-7.755698755322285,-8.587245948206665
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1516,2192,57,0,1,0,1,1,0,pca,raw,9.421166431573885,4.905116821600847
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2269,3257,58,0,0,1,1,1,0,pca,raw,-8.761381871033606,-4.7700026085712794
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2557,3666,59,0,1,0,1,1,0,pca,raw,3.0629287169659936,6.739670565171592
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,356,518,60,0,0,1,1,1,0,pca,raw,-6.18318973205926,-3.955735285827411
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2425,3477,61,0,0,1,1,1,0,pca,raw,15.441445269573249,-4.9300807825369
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,573,832,62,0,0,1,1,1,0,pca,raw,-10.82151576669457,-6.856140318762523
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1529,2208,63,0,0,1,1,1,0,pca,raw,-10.173750418089119,-6.08474842281655
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2860,4081,64,0,1,0,1,1,0,pca,raw,4.767202109867657,8.899434938249238
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,484,702,65,0,0,0,0,0,1,pca,raw,-4.333599327011362,-7.7525184726732554
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2735,3922,66,0,0,1,1,1,0,pca,raw,-5.021207391067793,-6.231096140612344
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,866,1255,67,0,1,0,1,1,0,pca,raw,5.305353639476567,11.641160127408725
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,335,488,68,0,0,1,1,1,0,pca,raw,-5.913484838105494,-6.100169550237755
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,468,673,69,0,1,0,1,1,0,pca,raw,5.2258717159904355,11.16670444406255
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1451,2089,70,0,0,1,1,0,1,pca,raw,11.272128415524989,4.11214701024319
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1047,1506,71,0,1,0,1,1,0,pca,raw,-1.1430570364536705,6.685230247496526
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,498,723,72,0,0,1,1,1,0,pca,raw,-10.495439803302052,-4.525511962282435
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,688,1014,73,0,1,0,1,1,0,pca,raw,-9.26282952031357,6.978690155721923
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,483,701,74,0,1,0,1,1,0,pca,raw,-7.1660447533484595,6.490596579386886
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,288,424,75,0,1,0,1,1,0,pca,raw,-6.7792254324501275,3.9697594625455173
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,915,1326,76,0,1,0,1,1,0,pca,raw,-9.311643800654476,6.393909976550454
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,129,183,77,0,0,0,0,1,0,pca,raw,10.501736885785355,0.7459538363959133
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,28,42,78,0,1,0,1,1,0,pca,raw,-10.252746833051305,6.082323303445181
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,107,155,79,0,0,1,1,0,1,pca,raw,-14.528525435964852,-6.419265384142797
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,605,875,80,0,0,1,1,1,0,pca,raw,1.3309600081932262,-9.421881872495891
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3269,4646,81,0,0,1,1,1,0,pca,raw,-4.861589103374172,-3.2283830063100973
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1096,1577,82,0,1,0,1,1,0,pca,raw,-2.3737045103490275,7.198667220486495
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2447,3513,83,0,0,1,1,1,0,pca,raw,-13.992276194793067,-5.920487099793164
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3155,4506,84,0,1,0,1,1,0,pca,raw,-11.63502497099895,3.8358954213189245
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2103,3031,85,0,1,0,1,1,0,pca,raw,-10.738915741909448,2.625079167756299
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1797,2603,86,0,0,1,1,0,1,pca,raw,6.443349733671022,6.985348055168814
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,862,1251,87,0,1,0,1,0,1,pca,raw,15.71217542142413,-9.292637546048592
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3317,4715,88,0,0,1,1,1,0,pca,raw,-14.152372586094614,-3.3768004082110736
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1007,1448,89,0,1,0,1,1,0,pca,raw,-0.15166910269957823,10.708824051814737
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,446,642,90,0,0,1,1,1,0,pca,raw,-10.284704528154258,-5.298070818428483
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,439,634,91,0,1,0,1,1,0,pca,raw,-3.9453810218433336,7.983212811388634
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,637,935,92,0,0,1,1,1,0,pca,raw,-6.485359891295773,-6.800659385093175
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,2250,3228,93,0,1,0,1,0,1,pca,raw,14.254007661867547,-7.391279048329659
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1183,1712,94,0,0,1,1,0,1,pca,raw,-4.369881637229592,-10.900118703414169
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1837,2651,95,0,1,0,1,1,0,pca,raw,-18.607537604669584,2.334471664754526
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,1576,2278,96,0,0,1,1,0,1,pca,raw,-15.25504412053191,-4.920537169304525
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,214,315,97,0,1,0,1,1,0,pca,raw,-14.588274563982903,2.1044881952412653
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,3305,4697,98,0,0,1,1,1,0,pca,raw,11.481904101649732,7.57124327969977
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,6,11,99,0,1,0,1,1,0,pca,raw,-9.891552869250836,6.015653629530516
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,100,100,90,128,100,0,0,1,1,1,0,pca,raw,-12.075278958222233,-6.706051497000182
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,200,200,1220,1766,0,1,0,0,0,0,1,pca,raw,7.267788420192959,-12.060465714553704
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,200,200,2798,4002,0,1,1,0,1,1,0,pca,raw,-18.48944984919164,0.23860105107331275
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,200,200,2854,4074,0,1,0,1,1,1,0,pca,raw,-25.155200214288172,-4.755439077261709
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,200,200,3183,4543,0,1,1,0,1,0,1,pca,raw,-3.192296113190904,-8.321849870286712
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,200,200,706,1040,1,0,1,1,0,1,0,pca,raw,10.560893441348133,11.422199580262438
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,200,200,2287,3277,2,0,1,0,1,1,0,pca,raw,17.755225310412225,10.478408671979663
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,200,200,3239,4610,3,0,1,1,0,1,0,pca,raw,16.6820501384031,7.23237362559405
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,200,200,2344,3369,4,0,1,1,0,1,0,pca,raw,16.686376256238596,7.255849494451545
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.3,support,200,200,520,753,5,0,1,1,0,1,0,pca,raw,17.39385546863846,13.270880381603362
