method,dataset,seed,noise_rate,pretrain_fraction,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
MaxLoss,synthetic_redundancy_hard,0,0.0,0.0,50,3000,0,54,20,74,0.03462917119031772,0.011199999999999988,,,,,0.7872391669661738,0,0,51,0.0,0.037037037037037035,0.8361444473266602
MaxLoss,synthetic_redundancy_hard,0,0.0,0.0,55,3000,0,59,10,69,0.03264173452043906,0.015800000000000036,,,,,0.798636624997016,0,0,56,0.0,0.03389830508474576,0.8341935276985168
MaxLoss,synthetic_redundancy_hard,0,0.0,0.0,60,3000,0,64,5,69,0.03264173452043906,0.009099999999999997,,,,,0.8087042499682866,0,0,61,0.0,0.03125,0.8190578818321228
MaxLoss,synthetic_redundancy_hard,0,0.0,0.0,65,3000,0,69,0,69,0.03264173452043906,0.011299999999999977,,,,,0.8186488329665735,1,0,66,0.0,0.028985507246376812,0.821907639503479
PU-C,synthetic_redundancy_hard,0,0.0,0.0,0,3000,0,4,606,610,0.22927471931325272,0.16969999999999996,,,,,0.008595374994911253,0,0,1,0.0,0.0,0.5618100166320801
PU-C,synthetic_redundancy_hard,0,0.0,0.0,5,3000,0,9,440,449,0.17255426640622318,0.10740000000000005,,,,,0.022469707997515798,0,0,6,0.0,0.0,0.5456596612930298
PU-C,synthetic_redundancy_hard,0,0.0,0.0,10,3000,0,14,296,310,0.12278300919570029,0.07830000000000004,,,,,0.036814458027947694,0,0,11,0.0,0.0,0.7144536375999451
PU-C,synthetic_redundancy_hard,0,0.0,0.0,15,3000,0,19,240,259,0.10425537155242637,0.056599999999999984,,,,,0.05016133299795911,0,0,16,0.0,0.0,0.7261887192726135
PU-C,synthetic_redundancy_hard,0,0.0,0.0,20,3000,0,24,286,310,0.12278300919570029,0.07850000000000001,,,,,0.062205958005506545,0,0,21,0.0,0.0,0.8048278093338013
PU-C,synthetic_redundancy_hard,0,0.0,0.0,25,3000,0,29,167,196,0.08108491473831236,0.0393,,,,,0.07538304099580273,0,0,26,0.0,0.0,0.8020079731941223
PU-C,synthetic_redundancy_hard,0,0.0,0.0,30,3000,0,34,217,251,0.1013322458602488,0.06679999999999997,,,,,0.08842874999390915,0,0,31,0.0,0.0,0.8391380906105042
PU-C,synthetic_redundancy_hard,0,0.0,0.0,35,3000,0,39,125,164,0.0691566207096912,0.031000000000000028,,,,,0.10150574997533113,0,0,36,0.0,0.0,0.8381425142288208
PU-C,synthetic_redundancy_hard,0,0.0,0.0,40,3000,0,44,152,196,0.08108491473831236,0.05349999999999999,,,,,0.11338495800737292,0,0,41,0.0,0.0,0.8626303672790527
PU-C,synthetic_redundancy_hard,0,0.0,0.0,45,3000,0,49,108,157,0.06652925873640925,0.02959999999999996,,,,,0.12644558300962672,0,0,46,0.0,0.0,0.8395524024963379
PU-C,synthetic_redundancy_hard,0,0.0,0.0,50,3000,0,54,100,154,0.06540102750295773,0.04490000000000005,,,,,0.1394363750005141,0,0,51,0.0,0.0,0.85820472240448
PU-C,synthetic_redundancy_hard,0,0.0,0.0,55,3000,0,59,83,142,0.06087388581363484,0.026699999999999946,,,,,0.15229745802935213,0,0,56,0.0,0.0,0.8303864002227783
PU-C,synthetic_redundancy_hard,0,0.0,0.0,60,3000,0,64,76,140,0.06011703115655109,0.03979999999999995,,,,,0.1652917910250835,0,0,61,0.0,0.0,0.8579544425010681
PU-C,synthetic_redundancy_hard,0,0.0,0.0,65,3000,0,69,61,130,0.056321956391911954,0.02410000000000001,,,,,0.17831683298572898,0,0,66,0.0,0.0,0.8323653340339661
PU-C,synthetic_redundancy_hard,0,0.0,0.0,70,3000,0,74,59,133,0.05746242729946971,0.03469999999999995,,,,,0.1899900829885155,0,0,71,0.0,0.0,0.8593757152557373
PU-C,synthetic_redundancy_hard,0,0.0,0.0,75,3000,0,79,41,120,0.05250743729993701,0.022399999999999975,,,,,0.20297879102872685,0,0,76,0.0,0.0,0.8308244347572327
PU-C,synthetic_redundancy_hard,0,0.0,0.0,80,3000,0,84,38,122,0.05327200022293255,0.02949999999999997,,,,,0.2159053750219755,0,0,81,0.0,0.0,0.8589538335800171
PU-C,synthetic_redundancy_hard,0,0.0,0.0,85,3000,0,89,31,120,0.05250743729993701,0.02090000000000003,,,,,0.22748499998124316,0,0,86,0.0,0.011235955056179775,0.8277642726898193
PU-C,synthetic_redundancy_hard,0,0.0,0.0,90,3000,0,94,23,117,0.05135895928833634,0.024800000000000044,,,,,0.2411952079855837,0,0,91,0.0,0.010638297872340425,0.8545076847076416
PU-C,synthetic_redundancy_hard,0,0.0,0.0,95,3000,0,99,17,116,0.050975687336176634,0.018900000000000028,,,,,0.2832507910206914,0,0,96,0.0,0.010101010101010102,0.8230525255203247
PU-C,synthetic_redundancy_hard,0,0.0,0.0,100,3000,0,104,13,117,0.05135895928833634,0.02070000000000005,,,,,0.34155233297497034,0,0,101,0.0,0.028846153846153848,0.8476250767707825
PU-C,synthetic_redundancy_hard,0,0.0,0.0,105,3000,0,109,6,115,0.05059218790847808,0.016900000000000026,,,,,0.3812268329784274,0,0,106,0.0,0.027522935779816515,0.8171790838241577
PU-C,synthetic_redundancy_hard,0,0.0,0.0,108,3000,0,112,0,112,0.04944029700709507,0.017800000000000038,,,,,0.40401887497864664,1,0,109,0.0,0.026785714285714284,0.8402699828147888
PU-F,synthetic_redundancy_hard,0,0.0,0.0,0,3000,0,4,523,527,0.2001364043680951,0.1381,,,,,0.021968542016111314,0,0,1,0.0,0.0,0.6093563437461853
PU-F,synthetic_redundancy_hard,0,0.0,0.0,5,3000,0,9,377,386,0.15010823006741703,0.09140000000000004,,,,,0.10717570799170062,0,0,6,0.0,0.0,0.672929584980011
PU-F,synthetic_redundancy_hard,0,0.0,0.0,10,3000,0,14,344,358,0.14007576100993901,0.08630000000000004,,,,,0.13631150004221126,0,0,11,0.0,0.0,0.6594051122665405
PU-F,synthetic_redundancy_hard,0,0.0,0.0,15,3000,0,19,378,397,0.15403954300563782,0.08409999999999995,,,,,0.16134241700638086,0,0,16,0.0,0.0,0.7725360989570618
PU-F,synthetic_redundancy_hard,0,0.0,0.0,20,3000,0,24,92,116,0.050975687336176634,0.03839999999999999,,,,,0.18772149999858811,0,0,21,0.0,0.0,0.8178974390029907
PU-F,synthetic_redundancy_hard,0,0.0,0.0,25,3000,0,29,272,301,0.11952589091379195,0.059699999999999975,,,,,0.21112195804016665,0,0,26,0.0,0.0,0.8242847323417664
PU-F,synthetic_redundancy_hard,0,0.0,0.0,30,3000,0,34,77,111,0.049055859562940896,0.03520000000000001,,,,,0.2390582500374876,0,0,31,0.0,0.0,0.8470068573951721
PU-F,synthetic_redundancy_hard,0,0.0,0.0,35,3000,0,39,223,262,0.10535027453443035,0.051000000000000045,,,,,0.2629700000397861,0,0,36,0.0,0.0,0.835960328578949
PU-F,synthetic_redundancy_hard,0,0.0,0.0,40,3000,0,44,45,89,0.040530899772420526,0.027699999999999947,,,,,0.28639833303168416,0,0,41,0.0,0.0,0.8545960783958435
PU-F,synthetic_redundancy_hard,0,0.0,0.0,45,3000,0,49,179,228,0.09289913187967613,0.044300000000000006,,,,,0.30576783302240074,0,0,46,0.0,0.0,0.8439151048660278
PU-F,synthetic_redundancy_hard,0,0.0,0.0,50,3000,0,54,33,87,0.03974871715763584,0.024399999999999977,,,,,0.3262371250311844,0,0,51,0.0,0.0,0.8562577366828918
PU-F,synthetic_redundancy_hard,0,0.0,0.0,55,3000,0,59,139,198,0.0818263849359937,0.03759999999999997,,,,,0.34511391702108085,0,0,56,0.0,0.0,0.8259308934211731
PU-F,synthetic_redundancy_hard,0,0.0,0.0,60,3000,0,64,24,88,0.04013997595757246,0.022499999999999964,,,,,0.3646977079915814,0,0,61,0.0,0.03125,0.8487340807914734
PU-F,synthetic_redundancy_hard,0,0.0,0.0,65,3000,0,69,117,186,0.07737080269725993,0.03380000000000005,,,,,0.3824534169980325,0,0,66,0.0,0.028985507246376812,0.8391823172569275
PU-F,synthetic_redundancy_hard,0,0.0,0.0,70,3000,0,74,13,87,0.03974871715763584,0.018100000000000005,,,,,0.39924945804523304,0,0,71,0.0,0.04054054054054054,0.8530371189117432
PU-F,synthetic_redundancy_hard,0,0.0,0.0,75,3000,0,79,101,180,0.0751366894110106,0.03200000000000003,,,,,0.4164540420169942,0,0,76,0.0,0.0379746835443038,0.8491328358650208
PU-F,synthetic_redundancy_hard,0,0.0,0.0,80,3000,0,84,7,91,0.04131176363443956,0.01739999999999997,,,,,0.43378983304137364,0,0,81,0.0,0.047619047619047616,0.862599790096283
PU-F,synthetic_redundancy_hard,0,0.0,0.0,85,3000,0,89,75,164,0.0691566207096912,0.027900000000000036,,,,,0.44889658299507573,0,0,86,0.0,0.0449438202247191,0.8595485687255859
PU-F,synthetic_redundancy_hard,0,0.0,0.0,90,3000,0,94,4,98,0.04403496906161308,0.015499999999999958,,,,,0.4655978750088252,0,0,91,0.0,0.05319148936170213,0.8647491931915283
PU-F,synthetic_redundancy_hard,0,0.0,0.0,95,3000,0,99,59,158,0.06690503476420417,0.02529999999999999,,,,,0.4820129169966094,0,0,96,0.0,0.050505050505050504,0.86519855260849
PU-F,synthetic_redundancy_hard,0,0.0,0.0,98,3000,0,102,0,102,0.0455846541444771,0.015199999999999991,,,,,0.4942606250406243,1,0,99,0.0,0.049019607843137254,0.8635322451591492
PU-G,synthetic_redundancy_hard,0,0.0,0.0,0,3000,0,4,1264,1268,0.4550032641272992,0.4175,,,,,0.006551707978360355,0,0,1,0.0,0.0,0.6047415137290955
PU-G,synthetic_redundancy_hard,0,0.0,0.0,5,3000,0,9,321,330,0.13000379299046472,0.07179999999999997,,,,,0.04835266701411456,0,0,6,0.0,0.0,0.5512981414794922
PU-G,synthetic_redundancy_hard,0,0.0,0.0,10,3000,0,14,346,360,0.1407936301548034,0.07350000000000001,,,,,0.07646720798220485,0,0,11,0.0,0.0,0.6196490526199341
PU-G,synthetic_redundancy_hard,0,0.0,0.0,15,3000,0,19,292,311,0.12314460595371202,0.06459999999999999,,,,,0.10164254199480638,0,0,16,0.0,0.0,0.6752094030380249
PU-G,synthetic_redundancy_hard,0,0.0,0.0,20,3000,0,24,171,195,0.08071401412598789,0.05279999999999996,,,,,0.12413595797261223,0,0,21,0.0,0.0,0.7457875609397888
PU-G,synthetic_redundancy_hard,0,0.0,0.0,25,3000,0,29,132,161,0.0680314782075584,0.03310000000000002,,,,,0.14549266698304564,0,0,26,0.0,0.0,0.7193870544433594
PU-G,synthetic_redundancy_hard,0,0.0,0.0,30,3000,0,34,124,158,0.06690503476420417,0.04420000000000002,,,,,0.16460775001905859,0,0,31,0.0,0.029411764705882353,0.7740150094032288
PU-G,synthetic_redundancy_hard,0,0.0,0.0,35,3000,0,39,113,152,0.06464810745092109,0.029000000000000026,,,,,0.18502404197352007,0,0,36,0.0,0.05128205128205128,0.7445855140686035
PU-G,synthetic_redundancy_hard,0,0.0,0.0,40,3000,0,44,97,141,0.06049554521450773,0.03849999999999998,,,,,0.20481291698524728,0,0,41,0.0,0.045454545454545456,0.7773491740226746
PU-G,synthetic_redundancy_hard,0,0.0,0.0,45,3000,0,49,96,145,0.06200788344722241,0.022299999999999986,,,,,0.2238585000159219,0,0,46,0.0,0.04081632653061224,0.7520358562469482
PU-G,synthetic_redundancy_hard,0,0.0,0.0,50,3000,0,54,84,138,0.059359475679229945,0.03420000000000001,,,,,0.24242641701130196,0,0,51,0.0,0.037037037037037035,0.7719088196754456
PU-G,synthetic_redundancy_hard,0,0.0,0.0,55,3000,0,59,77,136,0.05860120529541746,0.017900000000000027,,,,,0.26071362500078976,0,0,56,0.0,0.05084745762711865,0.7521920800209045
PU-G,synthetic_redundancy_hard,0,0.0,0.0,60,3000,0,64,62,126,0.05479860055493191,0.030000000000000027,,,,,0.2779324579751119,0,0,61,0.0,0.046875,0.7660395503044128
PU-G,synthetic_redundancy_hard,0,0.0,0.0,65,3000,0,69,69,138,0.059359475679229945,0.01539999999999997,,,,,0.2930274580139667,0,0,66,0.0,0.043478260869565216,0.7459322214126587
PU-G,synthetic_redundancy_hard,0,0.0,0.0,70,3000,0,74,43,117,0.05135895928833634,0.0262,,,,,0.3078632499673404,0,0,71,0.0,0.04054054054054054,0.7607325315475464
PU-G,synthetic_redundancy_hard,0,0.0,0.0,75,3000,0,79,60,139,0.05973834189353511,0.015100000000000002,,,,,0.3234570419881493,0,0,76,0.0,0.0379746835443038,0.7529357075691223
PU-G,synthetic_redundancy_hard,0,0.0,0.0,80,3000,0,84,28,112,0.04944029700709507,0.021599999999999953,,,,,0.33777216699672863,0,0,81,0.0,0.03571428571428571,0.7578367590904236
PU-G,synthetic_redundancy_hard,0,0.0,0.0,85,3000,0,89,52,141,0.06049554521450773,0.01319999999999999,,,,,0.35178979201009497,0,0,86,0.0,0.0449438202247191,0.7589483857154846
PU-G,synthetic_redundancy_hard,0,0.0,0.0,90,3000,0,94,21,115,0.05059218790847808,0.019199999999999995,,,,,0.36580074997618794,0,0,91,0.0,0.05319148936170213,0.7571864724159241
PU-G,synthetic_redundancy_hard,0,0.0,0.0,95,3000,0,99,39,138,0.059359475679229945,0.010499999999999954,,,,,0.38031104201218113,0,0,96,0.0,0.0707070707070707,0.7646304965019226
PU-G,synthetic_redundancy_hard,0,0.0,0.0,100,3000,0,104,13,117,0.05135895928833634,0.016100000000000003,,,,,0.39488466701004654,0,0,101,0.0,0.07692307692307693,0.7522822618484497
PU-G,synthetic_redundancy_hard,0,0.0,0.0,105,3000,0,109,24,133,0.05746242729946971,0.010099999999999998,,,,,0.4091377920121886,0,0,106,0.0,0.08256880733944955,0.761738657951355
PU-G,synthetic_redundancy_hard,0,0.0,0.0,110,3000,0,114,8,122,0.05327200022293255,0.013700000000000045,,,,,0.4235127079882659,0,0,111,0.0,0.07894736842105263,0.7453592419624329
PU-G,synthetic_redundancy_hard,0,0.0,0.0,115,3000,0,119,14,133,0.05746242729946971,0.009099999999999997,,,,,0.43757016700692475,0,0,116,0.0,0.07563025210084033,0.751408040523529
PU-G,synthetic_redundancy_hard,0,0.0,0.0,120,3000,0,124,2,126,0.05479860055493191,0.0131,,,,,0.4516746249864809,0,0,121,0.0,0.07258064516129033,0.7440037727355957
PU-G,synthetic_redundancy_hard,0,0.0,0.0,124,3000,0,128,0,128,0.05556067515863106,0.012199999999999989,,,,,0.46470395801588893,1,0,125,0.0,0.0703125,0.7428838610649109
GREATS,synthetic_redundancy_hard,0,0.0,0.0,0,3000,0,4,1088,1092,,0.35119999999999996,,,,,0.008963458007201552,0,0,1,0.0,0.0,0.4883279800415039
GREATS,synthetic_redundancy_hard,0,0.0,0.0,5,3000,0,9,311,320,,0.07630000000000003,,,,,0.04650137503631413,0,0,6,0.0,0.0,0.6533864140510559
GREATS,synthetic_redundancy_hard,0,0.0,0.0,10,3000,0,14,355,369,,0.08420000000000005,,,,,0.08470075001241639,0,0,11,0.0,0.14285714285714285,0.6399213075637817
GREATS,synthetic_redundancy_hard,0,0.0,0.0,15,3000,0,19,253,272,,0.057599999999999985,,,,,0.11912570800632238,0,0,16,0.0,0.10526315789473684,0.702872633934021
GREATS,synthetic_redundancy_hard,0,0.0,0.0,20,3000,0,24,354,378,,0.07830000000000004,,,,,0.15272633300628513,0,0,21,0.0,0.08333333333333333,0.7164765000343323
GREATS,synthetic_redundancy_hard,0,0.0,0.0,25,3000,0,29,51,80,,0.02290000000000003,,,,,0.18545954203000292,0,0,26,0.0,0.13793103448275862,0.6914952397346497
GREATS,synthetic_redundancy_hard,0,0.0,0.0,30,3000,0,34,256,290,,0.05710000000000004,,,,,0.21828875003848225,0,0,31,0.0,0.11764705882352941,0.7045544981956482
GREATS,synthetic_redundancy_hard,0,0.0,0.0,35,3000,0,39,54,93,,0.022399999999999975,,,,,0.25986820802791044,0,0,36,0.0,0.10256410256410256,0.6821910738945007
GREATS,synthetic_redundancy_hard,0,0.0,0.0,40,3000,0,44,199,243,,0.04610000000000003,,,,,0.2927314580301754,0,0,41,0.0,0.11363636363636363,0.704112708568573
GREATS,synthetic_redundancy_hard,0,0.0,0.0,45,3000,0,49,43,92,,0.01849999999999996,,,,,0.3225196670391597,0,0,46,0.0,0.14285714285714285,0.6892479062080383
GREATS,synthetic_redundancy_hard,0,0.0,0.0,50,3000,0,54,176,230,,0.038900000000000046,,,,,0.3505630830186419,0,0,51,0.0,0.12962962962962962,0.7036978006362915
GREATS,synthetic_redundancy_hard,0,0.0,0.0,55,3000,0,59,28,87,,0.015700000000000047,,,,,0.3769112500012852,0,0,56,0.0,0.11864406779661017,0.6922386884689331
GREATS,synthetic_redundancy_hard,0,0.0,0.0,60,3000,0,64,154,218,,0.03359999999999996,,,,,0.4037995830294676,0,0,61,0.0,0.125,0.70281583070755
GREATS,synthetic_redundancy_hard,0,0.0,0.0,65,3000,0,69,23,92,,0.01419999999999999,,,,,0.4309182080323808,0,0,66,0.0,0.11594202898550725,0.6999702453613281
GREATS,synthetic_redundancy_hard,0,0.0,0.0,70,3000,0,74,121,195,,0.02939999999999998,,,,,0.44976416701683775,0,0,71,0.0,0.10810810810810811,0.6983752846717834
GREATS,synthetic_redundancy_hard,0,0.0,0.0,75,3000,0,79,19,98,,0.009800000000000031,,,,,0.4682737920084037,0,0,76,0.0,0.11392405063291139,0.6853575706481934
GREATS,synthetic_redundancy_hard,0,0.0,0.0,80,3000,0,84,101,185,,0.025900000000000034,,,,,0.4863247500034049,0,0,81,0.0,0.10714285714285714,0.6828453540802002
GREATS,synthetic_redundancy_hard,0,0.0,0.0,85,3000,0,89,16,105,,0.007800000000000029,,,,,0.5010507080005482,0,0,86,0.0,0.11235955056179775,0.6764026880264282
GREATS,synthetic_redundancy_hard,0,0.0,0.0,90,3000,0,94,89,183,,0.024800000000000044,,,,,0.5151907920371741,0,0,91,0.0,0.11702127659574468,0.6860144138336182
GREATS,synthetic_redundancy_hard,0,0.0,0.0,95,3000,0,99,12,111,,0.006700000000000039,,,,,0.5293860420351848,0,0,96,0.0,0.13131313131313133,0.6709429621696472
GREATS,synthetic_redundancy_hard,0,0.0,0.0,100,3000,0,104,82,186,,0.023299999999999987,,,,,0.5436777920112945,0,0,101,0.0,0.14423076923076922,0.6857962012290955
GREATS,synthetic_redundancy_hard,0,0.0,0.0,105,3000,0,109,7,116,,0.006399999999999961,,,,,0.5580082919914275,0,0,106,0.0,0.1559633027522936,0.6701216101646423
GREATS,synthetic_redundancy_hard,0,0.0,0.0,110,3000,0,114,76,190,,0.022599999999999953,,,,,0.5721699169953354,0,0,111,0.0,0.15789473684210525,0.6895301342010498
GREATS,synthetic_redundancy_hard,0,0.0,0.0,115,3000,0,119,2,121,,0.005700000000000038,,,,,0.5864919170271605,0,0,116,0.0,0.15126050420168066,0.6690633893013
GREATS,synthetic_redundancy_hard,0,0.0,0.0,120,3000,0,124,65,189,,0.021199999999999997,,,,,0.6005617920309305,0,0,121,0.0,0.1532258064516129,0.6883473992347717
GREATS,synthetic_redundancy_hard,0,0.0,0.0,121,3000,0,125,0,125,,0.0043999999999999595,,,,,0.6061515420442447,1,0,122,0.0,0.152,0.6658801436424255
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,0,3000,0,4,515,519,0.1973169335979037,0.11870000000000003,,,,,0.007536166987847537,0,0,1,0.0,0.0,0.7121770977973938
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,5,3000,0,9,510,519,0.1973169335979037,0.13460000000000005,,,,,0.019712916982825845,0,0,6,0.4444444444444444,0.4444444444444444,0.7742950916290283
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,10,3000,0,14,538,552,0.20893434656318277,0.13329999999999997,,,,,0.03284629201516509,0,0,11,0.2857142857142857,0.2857142857142857,0.7090849280357361
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,15,3000,0,19,558,577,0.21771349920891225,0.1362,,,,,0.04586533398833126,0,0,16,0.3157894736842105,0.3157894736842105,0.7542335391044617
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,20,3000,0,24,535,559,0.21139436279190704,0.13229999999999997,,,,,0.05827916698763147,0,0,21,0.2916666666666667,0.2916666666666667,0.7325770854949951
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,25,3000,0,29,370,399,0.15475374640664086,0.08509999999999995,,,,,0.07081641699187458,0,0,26,0.27586206896551724,0.27586206896551724,0.7183045744895935
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,30,3000,0,34,465,499,0.19025915587553754,0.11360000000000003,,,,,0.08341175003442913,0,0,31,0.2647058823529412,0.2647058823529412,0.7521509528160095
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,35,3000,0,39,350,389,0.15118094795616344,0.07379999999999998,,,,,0.0961080840206705,0,0,36,0.2564102564102564,0.2564102564102564,0.7479851245880127
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,40,3000,0,44,428,472,0.1807096485281363,0.10399999999999998,,,,,0.1089740419993177,0,0,41,0.29545454545454547,0.29545454545454547,0.7576602101325989
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,45,3000,0,49,333,382,0.1486772975185886,0.06669999999999998,,,,,0.12164333398686722,0,0,46,0.2857142857142857,0.2857142857142857,0.7757744789123535
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,50,3000,0,54,352,406,0.1572520800982602,0.08730000000000004,,,,,0.13482949999161065,0,0,51,0.3148148148148148,0.3148148148148148,0.7891256213188171
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,55,3000,0,59,366,425,0.16402276017470285,0.08599999999999997,,,,,0.14746666699647903,0,0,56,0.288135593220339,0.288135593220339,0.7950251698493958
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,60,3000,0,64,365,429,0.16544626542599872,0.09509999999999996,,,,,0.16028562502469867,0,0,61,0.265625,0.265625,0.8053750991821289
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,65,3000,0,69,451,520,0.19766947941388935,0.11919999999999997,,,,,0.17309958400437608,0,0,66,0.2608695652173913,0.2898550724637681,0.799845278263092
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,70,3000,0,74,390,464,0.17787520814454183,0.09030000000000005,,,,,0.1861454999889247,0,0,71,0.24324324324324326,0.28378378378378377,0.8085928559303284
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,75,3000,0,79,469,548,0.20752796321175992,0.12829999999999997,,,,,0.19907904200954363,0,0,76,0.26582278481012656,0.31645569620253167,0.8110243678092957
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,80,3000,0,84,365,449,0.17255426640622318,0.08760000000000001,,,,,0.21021604200359434,0,0,81,0.27380952380952384,0.32142857142857145,0.775323748588562
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,85,3000,0,89,517,606,0.22787495696684346,0.14780000000000004,,,,,0.2227772920159623,0,0,86,0.29213483146067415,0.33707865168539325,0.7850100994110107
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,90,3000,0,94,394,488,0.18637167132692412,0.09589999999999999,,,,,0.2353251670137979,0,0,91,0.2978723404255319,0.3404255319148936,0.7456770539283752
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,95,3000,0,99,517,616,0.23137355543440208,0.15039999999999998,,,,,0.24782250000862405,0,0,96,0.29292929292929293,0.35353535353535354,0.7648528814315796
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,100,3000,0,104,357,461,0.17681169032584876,0.08979999999999999,,,,,0.2605536250048317,0,0,101,0.28846153846153844,0.34615384615384615,0.7251380085945129
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,105,3000,0,109,513,622,0.23347143176943064,0.1502,,,,,0.2732819170341827,0,0,106,0.30275229357798167,0.3577981651376147,0.7527047991752625
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,110,3000,0,114,329,443,0.17042350576957688,0.08199999999999996,,,,,0.2862261250265874,0,0,111,0.2982456140350877,0.3684210526315789,0.7113040089607239
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,115,3000,0,119,515,634,0.2376643437310122,0.15200000000000002,,,,,0.2991305000032298,0,0,116,0.29411764705882354,0.3865546218487395,0.7484596967697144
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,120,3000,0,124,296,420,0.1622424612287432,0.0716,,,,,0.3123088750289753,0,0,121,0.2903225806451613,0.3870967741935484,0.7050102949142456
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,125,3000,0,129,507,636,0.23836279823444784,0.15290000000000004,,,,,0.3270120000233874,0,0,126,0.29457364341085274,0.3875968992248062,0.7251356840133667
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,130,3000,0,134,274,408,0.15796550025697798,0.06269999999999998,,,,,0.34521900000981987,0,0,131,0.291044776119403,0.39552238805970147,0.6456581950187683
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,135,3000,0,139,437,576,0.21736268227687106,0.12880000000000003,,,,,0.3629567500320263,0,0,136,0.28776978417266186,0.39568345323741005,0.6998844742774963
MaxLoss,synthetic_redundancy_hard,0,0.4,0.0,140,3000,0,144,283,427,0.16473459382541478,0.06969999999999998,,,,,0.3811299999943003,0,0,141,0.2916666666666667,0.3958333333333333,0.5915520787239075
